case,split,tau,ssa,hg_g,sun_zenith_deg,view_zenith_deg,relative_azimuth_deg,surface_albedo_for_delta_join,samples,seed,max_scatters,batch_samples,cuda_backend,cuda_device,cuda_directional_brf,cuda_standard_error_brf,cuda_ci95_low_brf,cuda_ci95_high_brf,cuda_ci95_halfwidth_brf,cuda_truncated_paths,cuda_truncated_fraction,analytic_hg_single_directional_brf,cuda_directional_higher_brf,legacy_hg_proxy_directional_brf_octave1,legacy_hg_proxy_directional_brf_octave6,legacy_hg_proxy_directional_higher_brf,effective_alpha_unclamped,effective_alpha_informative,calibration_alpha_bounded,predicted_directional_brf,directional_residual_brf,directional_abs_residual_brf,directional_abs_residual_outside_mc95,directional_acceptance_tolerance_brf,directional_acceptance_pass,delta_phase_case,delta_hemispheric_toa_reflectance,delta_hemispheric_first_reflectance,delta_hemispheric_higher_reflectance,delta_hemispheric_bottom_direct_transmittance,delta_hemispheric_bottom_diffuse_transmittance,delta_hemispheric_atmosphere_absorptance,delta_hemispheric_energy_sum,observable_contract
ccf_v1_0158,angular-holdout,0.029999999999999999,0.999,0.75,50,40,180,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0013327640643809844,6.543204905830325e-06,0.0013199393827655571,0.0013455887459964118,1.2824681615427333e-05,0,0,0.0012037310876628739,0.00012903297671811053,0.0012049360236865605,0.0013473353228502676,0.00014239929916370713,0.9061349141175884,true,0.63179870842748886,0.0012936987809554837,-3.9065283425500754e-05,3.9065283425500754e-05,2.624060181007342e-05,0.0050000000000000001,true,liquid-dual-hg-moment,0.0053097008022425576,0.00521914164239676,9.0559159845797661e-05,0.97976245645929527,0.01488111832839977,4.6724410062370936e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0159,angular-holdout,0.029999999999999999,0.999,0.75,50,65,0,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.014717621896625181,3.5335859054293893e-05,0.014648363612878764,0.014786880180371597,6.9258283746416113e-05,0,0,0.012722330318732428,0.0019952915778927525,0.012735065384116543,0.013592014001623002,0.0008569486175064589,2.3283678124117095,true,0.63179870842748886,0.013263749348461732,-0.0014538725481634488,0.0014538725481634488,0.0013846142644170327,0.0050000000000000001,true,liquid-dual-hg-moment,0.0053097008022425576,0.00521914164239676,9.0559159845797661e-05,0.97976245645929527,0.01488111832839977,4.6724410062370936e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0160,angular-holdout,0.029999999999999999,0.999,0.75,50,65,90,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0047536409867052643,1.3955876959525854e-05,0.0047262874678645934,0.0047809945055459352,2.7353518840670873e-05,0,0,0.0041171578781986004,0.00063648310850666391,0.0041212791573559558,0.0045372170823262349,0.00041593792497027909,1.5302358123562403,true,0.63179870842748886,0.0043799469219808328,-0.00037369406472443148,0.00037369406472443148,0.00034634054588376061,0.0050000000000000001,true,liquid-dual-hg-moment,0.0053097008022425576,0.00521914164239676,9.0559159845797661e-05,0.97976245645929527,0.01488111832839977,4.6724410062370936e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0161,angular-holdout,0.029999999999999999,0.999,0.75,50,65,180,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0025017141683408703,9.2356420639803508e-06,0.0024836123098954687,0.0025198160267862718,1.8101858445401537e-05,0,0,0.0021784130803396248,0.00032330108800124541,0.0021805936740136389,0.0024372495770616539,0.000256655903048015,1.2596674542130537,true,0.63179870842748886,0.0023405679483956515,-0.00016114621994521875,0.00016114621994521875,0.00014304436149981722,0.0050000000000000001,true,liquid-dual-hg-moment,0.0053097008022425576,0.00521914164239676,9.0559159845797661e-05,0.97976245645929527,0.01488111832839977,4.6724410062370936e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0162,calibration,0.029999999999999999,0.999,0.75,65,0,0,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0025548619605922271,1.5552263788389765e-05,0.0025243795235669834,0.0025853443976174709,3.0482437025243763e-05,0,0,0.0022664020666742194,0.00028845989391800778,0.0022686707374116304,0.002576328925773102,0.00030765818836147154,0.9375986235058128,true,0.63179870842748886,0.0024607801127181383,-9.4081847874088846e-05,9.4081847874088846e-05,6.3599410848845083e-05,0.0050000000000000001,true,liquid-dual-hg-moment,0.010513450860045513,0.010364532654855747,0.00014891820518976584,0.96938219242153878,0.020033666370396309,7.0690348019430971e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0163,calibration,0.029999999999999999,0.999,0.75,65,40,0,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.008648101520155025,3.5352164205829784e-05,0.0085788112783115981,0.0087173917619984519,6.9290241843426859e-05,0,0,0.0075344398989458765,0.0011136616212091485,0.0075419818808267038,0.0082941496747122104,0.00075216779388550658,1.4806026398129295,true,0.63179870842748886,0.0080096585396434924,-0.00063844298051153256,0.00063844298051153256,0.0005691527386681057,0.0050000000000000001,true,liquid-dual-hg-moment,0.010513450860045513,0.010364532654855747,0.00014891820518976584,0.96938219242153878,0.020033666370396309,7.0690348019430971e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0164,angular-holdout,0.029999999999999999,0.999,0.75,65,40,90,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0037201516432875973,1.8160025432920807e-05,0.0036845579934390725,0.0037557452931361222,3.5593649848524814e-05,0,0,0.003270933492189914,0.00044921815109768334,0.0032742076998898036,0.0037054416564152024,0.00043123395652539887,1.0417040316518424,true,0.63179870842748886,0.0035433865489527369,-0.0001767650943348604,0.0001767650943348604,0.00014117144448633559,0.0050000000000000001,true,liquid-dual-hg-moment,0.010513450860045513,0.010364532654855747,0.00014891820518976584,0.96938219242153878,0.020033666370396309,7.0690348019430971e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0165,calibration,0.029999999999999999,0.999,0.75,65,40,180,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0021688897303128278,1.2208228036911589e-05,0.0021449616033604813,0.0021928178572651743,2.3928126952346522e-05,0,0,0.0019195169079305916,0.00024937282238223619,0.0019214383462768684,0.0022098832276934142,0.00028844488141654577,0.86454237342528784,true,0.63179870842748886,0.0021017560114620854,-6.7133718850742423e-05,6.7133718850742423e-05,4.3205591898395901e-05,0.0050000000000000001,true,liquid-dual-hg-moment,0.010513450860045513,0.010364532654855747,0.00014891820518976584,0.96938219242153878,0.020033666370396309,7.0690348019430971e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0166,calibration,0.029999999999999999,0.999,0.75,65,65,0,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.043349317795773556,0.00010405887478903715,0.043145362401187042,0.043553273190360071,0.00020395539458651496,0,0,0.036969653177586582,0.006379664618186974,0.037006659837424002,0.039286941609113536,0.0022802817716895338,2.7977527590636644,true,0.63179870842748886,0.038410332255790776,-0.0049389855399827806,0.0049389855399827806,0.0047350301453962657,0.0050000000000000001,true,liquid-dual-hg-moment,0.010513450860045513,0.010364532654855747,0.00014891820518976584,0.96938219242153878,0.020033666370396309,7.0690348019430971e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0167,calibration,0.029999999999999999,0.999,0.75,65,65,90,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0081847511196958371,2.9295164728713471e-05,0.0081273325968275589,0.0082421696425641153,5.7418522868278241e-05,0,0,0.0069091050914519784,0.0012756460282438587,0.0069160211125645441,0.0077812278540315572,0.0008652067414670131,1.4743829042304035,true,0.63179870842748886,0.0074557415932335934,-0.00072900952646224367,0.00072900952646224367,0.00067159100359396543,0.0050000000000000001,true,liquid-dual-hg-moment,0.010513450860045513,0.010364532654855747,0.00014891820518976584,0.96938219242153878,0.020033666370396309,7.0690348019430971e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0168,calibration,0.029999999999999999,0.999,0.75,65,65,180,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0037634045580351243,1.8440169986443497e-05,0.0037272618248616949,0.0037995472912085537,3.6142733173429378e-05,0,0,0.0031924931236251208,0.00057091143441000353,0.0031956888124375581,0.0036811987747093862,0.00048550996227182805,1.1759005556519575,true,0.63179870842748886,0.0034992376907171407,-0.00026416686731798363,0.00026416686731798363,0.00022802413414455425,0.0050000000000000001,true,liquid-dual-hg-moment,0.010513450860045513,0.010364532654855747,0.00014891820518976584,0.96938219242153878,0.020033666370396309,7.0690348019430971e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0169,calibration,0.029999999999999999,0.999,0.84999999999999998,30,0,0,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.00043857284426559681,6.1988322766585237e-06,0.00042642313300334612,0.00045072255552784749,1.2149711262250684e-05,0,0,0.00040714037222226544,3.1432472043331364e-05,0.00040754792014240782,0.00047703259598650029,6.948467584409247e-05,0.45236552752809206,true,0.63179870842748886,0.00045104070067606577,1.2467856410468964e-05,1.2467856410468964e-05,3.1814514821827981e-07,0.0050000000000000001,true,forward-stress,0.0014979936558316318,0.0014745639457526894,2.3429710078942418e-05,0.99040838568854717,0.0080588971434002819,3.4723512221002117e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0170,calibration,0.029999999999999999,0.999,0.84999999999999998,30,40,0,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.00093006331302958258,4.2186276763202121e-06,0.00092179480278399496,0.00093833182327517019,8.2685102455876125e-06,0,0,0.00086391778192587254,6.614553110371004e-05,0.00086478256449036269,0.00099820521589993882,0.00013342265140957614,0.49575938122125024,true,0.63179870842748886,0.00094821404076141384,1.8150727731831265e-05,1.8150727731831265e-05,9.8822174862436525e-06,0.0050000000000000001,true,forward-stress,0.0014979936558316318,0.0014745639457526894,2.3429710078942418e-05,0.99040838568854717,0.0080588971434002819,3.4723512221002117e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0171,angular-holdout,0.029999999999999999,0.999,0.84999999999999998,30,40,90,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.00067403480294257615,3.1964051318310567e-06,0.00066776984888418725,0.00068029975700096505,6.2649540583888975e-06,0,0,0.00062782820913951276,4.6206593803063386e-05,0.00062845666580531811,0.00073221557555042561,0.0001037589097451075,0.44532651621507757,true,0.63179870842748886,0.00069338295430431611,1.934815136173996e-05,1.934815136173996e-05,1.3083197303351063e-05,0.0050000000000000001,true,forward-stress,0.0014979936558316318,0.0014745639457526894,2.3429710078942418e-05,0.99040838568854717,0.0080588971434002819,3.4723512221002117e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0172,calibration,0.029999999999999999,0.999,0.84999999999999998,30,40,180,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.00052098358144613737,6.0416412363735644e-06,0.00050914196462284521,0.00053282519826942953,1.1841616823292161e-05,0,0,0.00048261063688454295,3.8372944561594418e-05,0.00048309373061515803,0.00056679135547789102,8.369762486273299e-05,0.45847112895410569,true,0.63179870842748886,0.00053549068817126608,1.4507106725128709e-05,1.4507106725128709e-05,2.6654899018365482e-06,0.0050000000000000001,true,forward-stress,0.0014979936558316318,0.0014745639457526894,2.3429710078942418e-05,0.99040838568854717,0.0080588971434002819,3.4723512221002117e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0173,calibration,0.029999999999999999,0.999,0.84999999999999998,30,65,0,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.003072837249755201,1.1698548376062953e-05,0.0030499080949381177,0.0030957664045722843,2.292915481708329e-05,0,0,0.0027291680201716488,0.00034366922958355226,0.0027318999200917401,0.0030944274110212,0.00036252749092945992,0.94798115503583402,true,0.63179870842748886,0.0029582124207103398,-0.00011462482904486121,0.00011462482904486121,9.1695674227777919e-05,0.0050000000000000001,true,forward-stress,0.0014979936558316318,0.0014745639457526894,2.3429710078942418e-05,0.99040838568854717,0.0080588971434002819,3.4723512221002117e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0174,calibration,0.029999999999999999,0.999,0.84999999999999998,30,65,90,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0016805497244865503,8.2708570713899457e-06,0.001664338844626626,0.0016967606043464746,1.6210879859924294e-05,0,0,0.0015015716014677904,0.00017897812301875989,0.0015030746761439343,0.0017363249425107006,0.00023325026636676627,0.76732226636488365,true,0.63179870842748886,0.0016489388184986811,-3.1610905987869203e-05,3.1610905987869203e-05,1.5400026127944909e-05,0.0050000000000000001,true,forward-stress,0.0014979936558316318,0.0014745639457526894,2.3429710078942418e-05,0.99040838568854717,0.0080588971434002819,3.4723512221002117e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0175,calibration,0.029999999999999999,0.999,0.84999999999999998,30,65,180,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.001087234568026211,5.941952028411243e-06,0.001075588342050525,0.001098880794001897,1.1646225975686002e-05,0,0,0.0009805659140760827,0.00010666865395012829,0.00098154746153762012,0.0011477086939147665,0.00016616123237714634,0.6419587314327081,true,0.63179870842748886,0.0010855463660826836,-1.6882019435273451e-06,1.6882019435273451e-06,0,0.0050000000000000001,true,forward-stress,0.0014979936558316318,0.0014745639457526894,2.3429710078942418e-05,0.99040838568854717,0.0080588971434002819,3.4723512221002117e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0176,angular-holdout,0.029999999999999999,0.999,0.84999999999999998,50,0,0,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.00071444273108327695,5.5923720487069196e-06,0.0007034816818678114,0.00072540378029874251,1.0961049215465557e-05,0,0,0.00065918402072723064,5.5258710356046316e-05,0.00065984386459182231,0.00077850235486808667,0.00011865849027626436,0.46569537693755653,true,0.63179870842748886,0.00073415230162773024,1.9709570544453286e-05,1.9709570544453286e-05,8.748521328987729e-06,0.0050000000000000001,true,forward-stress,0.0031522846201150535,0.0031170258095383511,3.5258810576702364e-05,0.98709882178406183,0.0097021888175773136,4.6704778245754142e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0177,angular-holdout,0.029999999999999999,0.999,0.84999999999999998,50,40,0,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0019724354625808567,1.2233612418908627e-05,0.0019484575822397957,0.0019964133429219177,2.3977880341061013e-05,0,0,0.0017898809202953356,0.00018255454228552109,0.0017916725928882238,0.0020616745673578975,0.00027000197446967376,0.67612299000437626,true,0.63179870842748886,0.0019604678190381472,-1.1967643542709454e-05,1.1967643542709454e-05,0,0.0050000000000000001,true,forward-stress,0.0031522846201150535,0.0031170258095383511,3.5258810576702364e-05,0.98709882178406183,0.0097021888175773136,4.6704778245754142e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0178,angular-holdout,0.029999999999999999,0.999,0.84999999999999998,50,40,90,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0010794239871617054,8.916672428131147e-06,0.0010619473092025684,0.0010969006651208423,1.7476677959136957e-05,0,0,0.00098811671337370108,9.1307273788004311e-05,0.00098910581919289396,0.0011617518594203259,0.00017264604022743189,0.5288697827515908,true,0.63179870842748886,0.0010971942586045129,1.7770271442807536e-05,1.7770271442807536e-05,2.9359348367057926e-07,0.0050000000000000001,true,forward-stress,0.0031522846201150535,0.0031170258095383511,3.5258810576702364e-05,0.98709882178406183,0.0097021888175773136,4.6704778245754142e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0179,angular-holdout,0.029999999999999999,0.999,0.84999999999999998,50,40,180,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.00069721375580308344,4.5647362807036057e-06,0.00068826687269290436,0.00070616063891326252,8.9468831101790786e-06,0,0,0.00064637171160118582,5.084204420189762e-05,0.00064701873033151723,0.00076957035057151975,0.00012255162024000252,0.41486227682938526,true,0.63179870842748886,0.00072379966698451548,2.6585911181432041e-05,2.6585911181432041e-05,1.7639028071252962e-05,0.0050000000000000001,true,forward-stress,0.0031522846201150535,0.0031170258095383511,3.5258810576702364e-05,0.98709882178406183,0.0097021888175773136,4.6704778245754142e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0180,angular-holdout,0.029999999999999999,0.999,0.84999999999999998,50,65,0,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0082347361671039863,2.7165974718053224e-05,0.0081814908566566029,0.0082879814775513698,5.3245310447383454e-05,0,0,0.0071770019888995895,0.0010577341782043968,0.0071841861750746652,0.0080058953903449567,0.0008217092152702915,1.2872366021311659,true,0.63179870842748886,0.0076961568098103256,-0.00053857935729366077,0.00053857935729366077,0.00048533404684627732,0.0050000000000000001,true,forward-stress,0.0031522846201150535,0.0031170258095383511,3.5258810576702364e-05,0.98709882178406183,0.0097021888175773136,4.6704778245754142e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0181,angular-holdout,0.029999999999999999,0.999,0.84999999999999998,50,65,90,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0025318949027622311,1.322399699020685e-05,0.0025059758686614255,0.0025578139368630367,2.5919034100805628e-05,0,0,0.0022366784934355504,0.00029521640932668068,0.0022389174108463968,0.0026087777141280658,0.00036986030328166894,0.79818354851090134,true,0.63179870842748886,0.0024703557553475081,-6.1539147414723001e-05,6.1539147414723001e-05,3.5620113313917373e-05,0.0050000000000000001,true,forward-stress,0.0031522846201150535,0.0031170258095383511,3.5258810576702364e-05,0.98709882178406183,0.0097021888175773136,4.6704778245754142e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0182,angular-holdout,0.029999999999999999,0.999,0.84999999999999998,50,65,180,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0013203274971066287,1.0067773866740805e-05,0.0013005946603278167,0.0013400603338854407,1.9732836778811992e-05,0,0,0.0011699849921983604,0.00015034250490826833,0.0011711561483467069,0.0013921747025981927,0.00022101855425148576,0.68022571868423887,true,0.63179870842748886,0.00130962422931296,-1.0703267793668678e-05,1.0703267793668678e-05,0,0.0050000000000000001,true,forward-stress,0.0031522846201150535,0.0031170258095383511,3.5258810576702364e-05,0.98709882178406183,0.0097021888175773136,4.6704778245754142e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0183,calibration,0.029999999999999999,0.999,0.84999999999999998,65,0,0,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0013747751293647175,1.6868848359938521e-05,0.0013417121865792378,0.0014078380721501971,3.3062942785479612e-05,0,0,0.0012270395482547147,0.00014773558111000275,0.0012282678160707855,0.0014997575089537784,0.00027148969288299293,0.54416644529364899,true,0.63179870842748886,0.0013985663855695652,2.3791256204847705e-05,2.3791256204847705e-05,0,0.0050000000000000001,true,forward-stress,0.0064788305993213882,0.0064198037691876823,5.9026830133705917e-05,0.98044383635922183,0.013006535919609838,7.0797121846877253e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0184,calibration,0.029999999999999999,0.999,0.84999999999999998,65,40,0,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0047671463523551129,3.5234549966304256e-05,0.0046980866344211569,0.0048362060702890688,6.9059717933955996e-05,0,0,0.0041869590502186483,0.00058018730213646452,0.0041911502004190679,0.0048945975950087321,0.00070344739458966417,0.8247771000344668,true,0.63179870842748886,0.0046313962055670801,-0.0001357501467880327,0.0001357501467880327,6.6690428854076708e-05,0.0050000000000000001,true,forward-stress,0.0064788305993213882,0.0064198037691876823,5.9026830133705917e-05,0.98044383635922183,0.013006535919609838,7.0797121846877253e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0185,angular-holdout,0.029999999999999999,0.999,0.84999999999999998,65,40,90,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0019687140406087992,1.250545441503012e-05,0.0019442033499553401,0.0019932247312622582,2.4510690653459059e-05,0,0,0.0017747127173513872,0.00019400132325741201,0.001776489206557945,0.0021591850627466942,0.00038269585618874919,0.50693343060847973,true,0.63179870842748886,0.0020164994650119909,4.7785424403191685e-05,4.7785424403191685e-05,2.3274733749732626e-05,0.0050000000000000001,true,forward-stress,0.0064788305993213882,0.0064198037691876823,5.9026830133705917e-05,0.98044383635922183,0.013006535919609838,7.0797121846877253e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0186,calibration,0.029999999999999999,0.999,0.84999999999999998,65,40,180,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0011500615003684832,1.760489901508942e-05,0.001115555898298908,0.0011845671024380583,3.450560206957518e-05,0,0,0.0010316169489761669,0.00011844455139231624,0.0010326495985747415,0.0012819265951873248,0.00024927699661258336,0.47515235261117239,true,0.63179870842748886,0.0011891098334766805,3.9048333108197353e-05,3.9048333108197353e-05,4.5427310386221727e-06,0.0050000000000000001,true,forward-stress,0.0064788305993213882,0.0064198037691876823,5.9026830133705917e-05,0.98044383635922183,0.013006535919609838,7.0797121846877253e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0187,calibration,0.029999999999999999,0.999,0.84999999999999998,65,65,0,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.025684016210800294,8.438093317698637e-05,0.025518629581773401,0.025849402839827187,0.00016538662902689308,0,0,0.021715275214800055,0.003968740996000239,0.021737012227027081,0.024038918013586562,0.0023019057865594807,1.7241109602196518,true,0.63179870842748886,0.023169616317670099,-0.0025143998931301953,0.0025143998931301953,0.0023490132641033022,0.0050000000000000001,true,forward-stress,0.0064788305993213882,0.0064198037691876823,5.9026830133705917e-05,0.98044383635922183,0.013006535919609838,7.0797121846877253e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0188,calibration,0.029999999999999999,0.999,0.84999999999999998,65,65,90,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.004375890539038938,2.7297382744780683e-05,0.0043223876688591682,0.0044293934092187078,5.3502870179769797e-05,0,0,0.0037629453860632167,0.00061294515297572122,0.0037667120981613776,0.0045418920560319201,0.0007751799578705424,0.79071336500947698,true,0.63179870842748886,0.0042527030822447007,-0.00012318745679423728,0.00012318745679423728,6.9684586614467484e-05,0.0050000000000000001,true,forward-stress,0.0064788305993213882,0.0064198037691876823,5.9026830133705917e-05,0.98044383635922183,0.013006535919609838,7.0797121846877253e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0189,calibration,0.029999999999999999,0.999,0.84999999999999998,65,65,180,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0019797219805822554,1.8174849847483035e-05,0.0019440992748811887,0.0020153446862833223,3.5622705701066938e-05,0,0,0.0017140120130492804,0.000265709967532975,0.0017157277407900701,0.0021340061931481762,0.00041827845235810606,0.63524660674007027,true,0.63179870842748886,0.0019782797990121805,-1.4421815700748838e-06,1.4421815700748838e-06,0,0.0050000000000000001,true,forward-stress,0.0064788305993213882,0.0064198037691876823,5.9026830133705917e-05,0.98044383635922183,0.013006535919609838,7.0797121846877253e-05,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0190,calibration,0.10000000000000001,0.999,0.66500000000000004,30,0,0,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.004523444962715297,1.3511144605600726e-05,0.0044969631192883193,0.0045499268061422746,2.6481843426977639e-05,0,0,0.0034635406577598967,0.0010599043049554003,0.003467007665425321,0.0044818658938352842,0.0010148582284099632,1.0443865707390612,true,0.63179870842748886,0.0041047267757063207,-0.00041871818700897623,0.00041871818700897623,0.00039223634358199859,0.0050000000000000001,true,ice-dual-hg-moment,0.013024484651813197,0.011911840697965716,0.0011126439538474801,0.93757607944327614,0.049282125691497862,0.00011731021341288006,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
ccf_v1_0191,calibration,0.10000000000000001,0.999,0.66500000000000004,30,40,0,0,4194304,5999168895323013141,64,65536,gpu,NVIDIA GeForce RTX 5090 (sm_120),0.0095730419961592584,2.1934732457975552e-05,0.0095300499205416261,0.0096160340717768907,4.2992075617632325e-05,0,0,0.0071238474961341728,0.0024491945000250856,0.0071309784746087807,0.0089462152338358938,0.0018152367592271131,1.3492424542283386,true,0.63179870842748886,0.0082707117361039625,-0.0013023302600552959,0.0013023302600552959,0.0012593381844376635,0.0050000000000000001,true,ice-dual-hg-moment,0.013024484651813197,0.011911840697965716,0.0011126439538474801,0.93757607944327614,0.049282125691497862,0.00011731021341288006,1,CUDA/analytic/legacy columns are directional BRF. Delta columns are hemispheric flux fractions and are not a directional fit target.
