# GOES-R ABI FM4 SRF ch 1035 CWG release
# wvl [micron],  wavenum [cm-1],  relative SRF
 10.1760500         982.7      0.60342200
 10.1770800         982.6      0.61146100
 10.1781200         982.5      0.62044700
 10.1791500         982.4      0.62859100
 10.1801900         982.3      0.63734000
 10.1812300         982.2      0.64576200
 10.1822600         982.1      0.65431300
 10.1833000         982.0      0.66282400
 10.1843400         981.9      0.67126800
 10.1853700         981.8      0.67983800
 10.1864100         981.7      0.68828700
 10.1874500         981.6      0.69691400
 10.1884900         981.5      0.70528400
 10.1895300         981.4      0.71386300
 10.1905600         981.3      0.72229100
 10.1916000         981.2      0.73092000
 10.1926400         981.1      0.73902000
 10.1936800         981.0      0.74691000
 10.1947200         980.9      0.75480300
 10.1957600         980.8      0.76275600
 10.1968000         980.7      0.77142100
 10.1978400         980.6      0.77932300
 10.1988800         980.5      0.78697200
 10.1999200         980.4      0.79462000
 10.2009600         980.3      0.80225700
 10.2020000         980.2      0.81039300
 10.2030400         980.1      0.81881900
 10.2040800         980.0      0.82634400
 10.2051200         979.9      0.83296500
 10.2061600         979.8      0.84058300
 10.2072100         979.7      0.84720500
 10.2082500         979.6      0.85389500
 10.2092900         979.5      0.86105000
 10.2103300         979.4      0.86727300
 10.2113800         979.3      0.87258900
 10.2124200         979.2      0.87829300
 10.2134600         979.1      0.88421500
 10.2145000         979.0      0.88979400
 10.2155500         978.9      0.89511100
 10.2165900         978.8      0.90053700
 10.2176400         978.7      0.90591900
 10.2186800         978.6      0.91165200
 10.2197200         978.5      0.91767200
 10.2207700         978.4      0.92336100
 10.2218100         978.3      0.92880100
 10.2228600         978.2      0.93393800
 10.2239000         978.1      0.93868600
 10.2249500         978.0      0.94331600
 10.2259900         977.9      0.94755700
 10.2270400         977.8      0.95194100
 10.2280900         977.7      0.95672700
 10.2291300         977.6      0.96152900
 10.2301800         977.5      0.96591300
 10.2312300         977.4      0.96981000
 10.2322700         977.3      0.97189700
 10.2333200         977.2      0.97384300
 10.2343700         977.1      0.97609800
 10.2354100         977.0      0.97829100
 10.2364600         976.9      0.98013100
 10.2375100         976.8      0.98175100
 10.2385600         976.7      0.98337300
 10.2396100         976.6      0.98506500
 10.2406600         976.5      0.98706600
 10.2417000         976.4      0.98927000
 10.2427500         976.3      0.99098900
 10.2438000         976.2      0.99255300
 10.2448500         976.1      0.99411500
 10.2459000         976.0      0.99568100
 10.2469500         975.9      0.99677600
 10.2480000         975.8      0.99769400
 10.2490500         975.7      0.99846300
 10.2501000         975.6      0.99928300
 10.2511500         975.5      0.99978400
 10.2522000         975.4      0.99993600
 10.2532600         975.3      0.99999500
 10.2543100         975.2      0.99995000
 10.2553600         975.1      0.99973600
 10.2564100         975.0      0.99871200
 10.2574600         974.9      0.99809800
 10.2585100         974.8      0.99776700
 10.2595700         974.7      0.99718000
 10.2606200         974.6      0.99627600
 10.2616700         974.5      0.99559300
 10.2627300         974.4      0.99522700
 10.2637800         974.3      0.99461700
 10.2648300         974.2      0.99369800
 10.2658900         974.1      0.99291200
 10.2669400         974.0      0.99257800
 10.2679900         973.9      0.99221500
 10.2690500         973.8      0.99123100
 10.2701000         973.7      0.99049100
 10.2711600         973.6      0.98974500
 10.2722100         973.5      0.98885700
 10.2732700         973.4      0.98751700
 10.2743200         973.3      0.98608900
 10.2753800         973.2      0.98469500
 10.2764400         973.1      0.98341300
 10.2774900         973.0      0.98213900
 10.2785500         972.9      0.98087200
 10.2796100         972.8      0.97959300
 10.2806600         972.7      0.97832800
 10.2817200         972.6      0.97687100
 10.2827800         972.5      0.97553200
 10.2838300         972.4      0.97423600
 10.2848900         972.3      0.97294200
 10.2859500         972.2      0.97173000
 10.2870100         972.1      0.97032800
 10.2880700         972.0      0.96901100
 10.2891200         971.9      0.96770100
 10.2901800         971.8      0.96635900
 10.2912400         971.7      0.96492700
 10.2923000         971.6      0.96362400
 10.2933600         971.5      0.96232500
 10.2944200         971.4      0.96040600
 10.2954800         971.3      0.95775400
 10.2965400         971.2      0.95566100
 10.2976000         971.1      0.95388300
 10.2986600         971.0      0.95262300
 10.2997200         970.9      0.95174000
 10.3007800         970.8      0.95058000
 10.3018400         970.7      0.94916300
 10.3029100         970.6      0.94772800
 10.3039700         970.5      0.94630000
 10.3050300         970.4      0.94488900
 10.3060900         970.3      0.94357100
 10.3071500         970.2      0.94216900
 10.3082200         970.1      0.94085500
 10.3092800         970.0      0.93947600
 10.3103400         969.9      0.93815700
 10.3114000         969.8      0.93674300
 10.3124700         969.7      0.93534500
 10.3135300         969.6      0.93394600
 10.3146000         969.5      0.93254900
 10.3156600         969.4      0.93115500
 10.3167200         969.3      0.92976000
 10.3177900         969.2      0.92837600
 10.3188500         969.1      0.92701200
 10.3199200         969.0      0.92561500
 10.3209800         968.9      0.92392700
 10.3220500         968.8      0.92237900
 10.3231100         968.7      0.92135600
 10.3241800         968.6      0.92027800
 10.3252500         968.5      0.91872100
 10.3263100         968.4      0.91726200
 10.3273800         968.3      0.91620000
 10.3284400         968.2      0.91511000
 10.3295100         968.1      0.91374500
 10.3305800         968.0      0.91225100
 10.3316500         967.9      0.91079000
 10.3327100         967.8      0.90937800
 10.3337800         967.7      0.90834100
 10.3348500         967.6      0.90737300
 10.3359200         967.5      0.90591100
 10.3369900         967.4      0.90450200
 10.3380500         967.3      0.90299200
 10.3391200         967.2      0.90154600
 10.3401900         967.1      0.90081800
 10.3412600         967.0      0.90006900
 10.3423300         966.9      0.89873600
 10.3434000         966.8      0.89715600
 10.3444700         966.7      0.89551800
 10.3455400         966.6      0.89386300
 10.3466100         966.5      0.89219700
 10.3476800         966.4      0.89050800
 10.3487500         966.3      0.88838800
 10.3498200         966.2      0.88609900
 10.3509000         966.1      0.88429600
 10.3519700         966.0      0.88259100
 10.3530400         965.9      0.88087300
 10.3541100         965.8      0.87915200
 10.3551800         965.7      0.87743300
 10.3562600         965.6      0.87570900
 10.3573300         965.5      0.87399500
 10.3584000         965.4      0.87227600
 10.3594700         965.3      0.87028300
 10.3605500         965.2      0.86807100
 10.3616200         965.1      0.86624300
 10.3626900         965.0      0.86455900
 10.3637700         964.9      0.86282600
 10.3648400         964.8      0.86129500
 10.3659200         964.7      0.85920100
 10.3669900         964.6      0.85704400
 10.3680700         964.5      0.85479800
 10.3691400         964.4      0.85259500
 10.3702200         964.3      0.85071500
 10.3712900         964.2      0.84904200
 10.3723700         964.1      0.84709800
 10.3734400         964.0      0.84489100
 10.3745200         963.9      0.84263400
 10.3756000         963.8      0.84037600
 10.3766700         963.7      0.83818500
 10.3777500         963.6      0.83595200
 10.3788300         963.5      0.83368200
 10.3799000         963.4      0.83151400
 10.3809800         963.3      0.82927000
 10.3820600         963.2      0.82710300
 10.3831400         963.1      0.82457300
 10.3842200         963.0      0.82176100
 10.3852900         962.9      0.81867900
 10.3863700         962.8      0.81543700
 10.3874500         962.7      0.81206600
 10.3885300         962.6      0.80875500
 10.3896100         962.5      0.80549600
 10.3906900         962.4      0.80223800
 10.3917700         962.3      0.79890100
 10.3928500         962.2      0.79551200
 10.3939300         962.1      0.79211000
 10.3950100         962.0      0.78869200
 10.3960900         961.9      0.78533300
 10.3971700         961.8      0.78188000
 10.3982500         961.7      0.77825700
 10.3993300         961.6      0.77413100
 10.4004200         961.5      0.77038700
 10.4015000         961.4      0.76693400
 10.4025800         961.3      0.76349800
 10.4036600         961.2      0.76004500
 10.4047400         961.1      0.75650800
 10.4058300         961.0      0.75268200
 10.4069100         960.9      0.74854800
 10.4079900         960.8      0.74487400
 10.4090800         960.7      0.74141200
 10.4101600         960.6      0.73797900
 10.4112400         960.5      0.73446000
 10.4123300         960.4      0.73037900
 10.4134100         960.3      0.72642000
 10.4145000         960.2      0.72243200
 10.4155800         960.1      0.71771600
 10.4166700         960.0      0.71181100
 10.4177500         959.9      0.70636600
 10.4188400         959.8      0.70072600
 10.4199200         959.7      0.69501200
 10.4210100         959.6      0.68963700
 10.4220900         959.5      0.68361000
 10.4231800         959.4      0.67840600
 10.4242700         959.3      0.67250800
 10.4253500         959.2      0.66698000
 10.4264400         959.1      0.66130000
 10.4275300         959.0      0.65510000
 10.4286200         958.9      0.64895300
 10.4297000         958.8      0.64275400
 10.4307900         958.7      0.63659000
 10.4318800         958.6      0.63046600
 10.4329700         958.5      0.62435600
 10.4340600         958.4      0.61824300
 10.4351500         958.3      0.61214000
 10.4362300         958.2      0.60603700
 10.4373200         958.1      0.59994200
 10.4384100         958.0      0.59381900
 10.4395000         957.9      0.58805100
 10.4405900         957.8      0.58287900
 10.4416800         957.7      0.57784100
 10.4427700         957.6      0.57286700
 10.4438600         957.5      0.56784700
 10.4449600         957.4      0.56283100
 10.4460500         957.3      0.55725600
 10.4471400         957.2      0.55162700
 10.4482300         957.1      0.54661000
 10.4493200         957.0      0.54156800
 10.4504100         956.9      0.53652300
 10.4515100         956.8      0.53143700
 10.4526000         956.7      0.52634900
 10.4536900         956.6      0.52135200
 10.4547800         956.5      0.51557200
 10.4558800         956.4      0.51003500
 10.4569700         956.3      0.50495000
 10.4580600         956.2      0.49993900
 10.4591600         956.1      0.49487300
 10.4602500         956.0      0.48981800
 10.4613500         955.9      0.48465200
 10.4624400         955.8      0.47897600
 10.4635300         955.7      0.47273000
 10.4646300         955.6      0.46594500
 10.4657200         955.5      0.45959300
 10.4668200         955.4      0.45381300
 10.4679200         955.3      0.44858200
 10.4690100         955.2      0.44253800
 10.4701100         955.1      0.43645300
 10.4712000         955.0      0.43035900
 10.4723000         954.9      0.42427800
 10.4734000         954.8      0.41871700
 10.4744900         954.7      0.41330900
 10.4755900         954.6      0.40714100
 10.4766900         954.5      0.40095700
 10.4777900         954.4      0.39587400
 10.4788900         954.3      0.38989800
 10.4799800         954.2      0.38485700
 10.4810800         954.1      0.37997000
 10.4821800         954.0      0.37494900
 10.4832800         953.9      0.36909600
 10.4843800         953.8      0.36409400
 10.4854800         953.7      0.35926400
 10.4865800         953.6      0.35386100
 10.4876800         953.5      0.34834300
 10.4887800         953.4      0.34336100
 10.4898800         953.3      0.33844600
 10.4909800         953.2      0.33348200
 10.4920800         953.1      0.32926100
 10.4931800         953.0      0.32483400
 10.4942800         952.9      0.31990600
 10.4953800         952.8      0.31497400
 10.4964800         952.7      0.31001900
 10.4975900         952.6      0.30533700
 10.4986900         952.5      0.30116100
 10.4997900         952.4      0.29643000
 10.5008900         952.3      0.29142600
 10.5020000         952.2      0.28667000
 10.5031000         952.1      0.28233100
 10.5042000         952.0      0.27718000
 10.5053100         951.9      0.27263000
 10.5064100         951.8      0.26800300
 10.5075100         951.7      0.26300100
 10.5086200         951.6      0.25856000
 10.5097200         951.5      0.25358900
 10.5108300         951.4      0.24882800
 10.5119300         951.3      0.24487600
 10.5130400         951.2      0.24162100
 10.5141400         951.1      0.23839400
 10.5152500         951.0      0.23533600
 10.5163500         950.9      0.23262200
 10.5174600         950.8      0.22933700
 10.5185700         950.7      0.22654800
 10.5196700         950.6      0.22351000
 10.5207800         950.5      0.22031300
 10.5218900         950.4      0.21771000
 10.5229900         950.3      0.21435200
 10.5241000         950.2      0.21047500
 10.5252100         950.1      0.20659400
 10.5263200         950.0      0.20295000
 10.5274200         949.9      0.19986200
 10.5285300         949.8      0.19612100
 10.5296400         949.7      0.19221700
 10.5307500         949.6      0.18830800
 10.5318600         949.5      0.18441700
 10.5329700         949.4      0.18050500
 10.5340800         949.3      0.17663900
 10.5351900         949.2      0.17407200
 10.5363000         949.1      0.17247400
 10.5374100         949.0      0.16990000
 10.5385200         948.9      0.16729500
 10.5396300         948.8      0.16468600
 10.5407400         948.7      0.16207200
 10.5418500         948.6      0.15938900
 10.5429600         948.5      0.15799500
 10.5440700         948.4      0.15541300
 10.5451900         948.3      0.15279600
 10.5463000         948.2      0.15017600
 10.5474100         948.1      0.14754800
 10.5485200         948.0      0.14490300
 10.5496400         947.9      0.14310000
 10.5507500         947.8      0.14084000
 10.5518600         947.7      0.13817200
 10.5529800         947.6      0.13552000
 10.5540900         947.5      0.13288200
 10.5552000         947.4      0.13067900
 10.5563200         947.3      0.12878700
 10.5574300         947.2      0.12619100
 10.5585500         947.1      0.12422700
 10.5596600         947.0      0.12221100
 10.5607800         946.9      0.12028600
 10.5618900         946.8      0.11792700
 10.5630100         946.7      0.11583800
 10.5641200         946.6      0.11377600
 10.5652400         946.5      0.11171400
 10.5663600         946.4      0.10963500
 10.5674700         946.3      0.10771200
 10.5685900         946.2      0.10626500
 10.5697100         946.1      0.10500400
 10.5708200         946.0      0.10368700
 10.5719400         945.9      0.10246000
 10.5730600         945.8      0.10118000
 10.5741800         945.7      0.09995100
 10.5753000         945.6      0.09866900
 10.5764100         945.5      0.09743600
 10.5775300         945.4      0.09618800
 10.5786500         945.3      0.09486600
 10.5797700         945.2      0.09333100
 10.5808900         945.1      0.09174000
 10.5820100         945.0      0.09014700
 10.5831300         944.9      0.08855400
 10.5842500         944.8      0.08696200
 10.5853700         944.7      0.08532200
 10.5864900         944.6      0.08364600
 10.5876100         944.5      0.08205800
 10.5887300         944.4      0.08045200
 10.5898500         944.3      0.07877600
 10.5909800         944.2      0.07739900
 10.5921000         944.1      0.07594100
 10.5932200         944.0      0.07452600
 10.5943400         943.9      0.07314100
 10.5954700         943.8      0.07168500
 10.5965900         943.7      0.07030200
 10.5977100         943.6      0.06886700
 10.5988300         943.5      0.06743800
 10.5999600         943.4      0.06603500
 10.6010800         943.3      0.06476100
 10.6022100         943.2      0.06394400
 10.6033300         943.1      0.06338700
 10.6044500         943.0      0.06284500
 10.6055800         942.9      0.06225000
 10.6067000         942.8      0.06165100
 10.6078300         942.7      0.06107100
 10.6089500         942.6      0.06045800
 10.6100800         942.5      0.05988200
 10.6112100         942.4      0.05926400
 10.6123300         942.3      0.05863300
 10.6134600         942.2      0.05773400
 10.6145800         942.1      0.05671500
 10.6157100         942.0      0.05570300
 10.6168400         941.9      0.05474500
 10.6179700         941.8      0.05379200
 10.6190900         941.7      0.05272300
 10.6202200         941.6      0.05175700
 10.6213500         941.5      0.05076000
 10.6224800         941.4      0.04969900
 10.6236100         941.3      0.04871600
 10.6247300         941.2      0.04772300
 10.6258600         941.1      0.04674800
 10.6269900         941.0      0.04585300
 10.6281200         940.9      0.04485800
 10.6292500         940.8      0.04387200
 10.6303800         940.7      0.04294400
 10.6315100         940.6      0.04199100
 10.6326400         940.5      0.04098800
 10.6337700         940.4      0.03996900
 10.6349000         940.3      0.03922900
 10.6360300         940.2      0.03855100
 10.6371700         940.1      0.03795800
 10.6383000         940.0      0.03739000
 10.6394300         939.9      0.03681900
 10.6405600         939.8      0.03625100
 10.6416900         939.7      0.03567800
 10.6428300         939.6      0.03500600
 10.6439600         939.5      0.03442500
 10.6450900         939.4      0.03386000
 10.6462300         939.3      0.03342000
 10.6473600         939.2      0.03314600
 10.6484900         939.1      0.03286300
 10.6496300         939.0      0.03258500
 10.6507600         938.9      0.03223900
