# GOES-R ABI FM4 SRF ch 064 CWG release
# wvl [micron],  wavenum [cm-1],  relative SRF
  0.5766680       17341.0      0.00295700
  0.5767010       17340.0      0.00298700
  0.5767350       17339.0      0.00301600
  0.5767680       17338.0      0.00304600
  0.5768010       17337.0      0.00307700
  0.5768340       17336.0      0.00310700
  0.5768680       17335.0      0.00313800
  0.5769010       17334.0      0.00316900
  0.5769340       17333.0      0.00320000
  0.5769670       17332.0      0.00323200
  0.5770010       17331.0      0.00326700
  0.5770340       17330.0      0.00330300
  0.5770670       17329.0      0.00333900
  0.5771010       17328.0      0.00337600
  0.5771340       17327.0      0.00341400
  0.5771670       17326.0      0.00345200
  0.5772010       17325.0      0.00349000
  0.5772340       17324.0      0.00352900
  0.5772670       17323.0      0.00356800
  0.5773010       17322.0      0.00360700
  0.5773340       17321.0      0.00364700
  0.5773670       17320.0      0.00368700
  0.5774010       17319.0      0.00372800
  0.5774340       17318.0      0.00376900
  0.5774670       17317.0      0.00381000
  0.5775010       17316.0      0.00385200
  0.5775340       17315.0      0.00389400
  0.5775670       17314.0      0.00393600
  0.5776010       17313.0      0.00397900
  0.5776340       17312.0      0.00402200
  0.5776670       17311.0      0.00406500
  0.5777010       17310.0      0.00410900
  0.5777340       17309.0      0.00415300
  0.5777680       17308.0      0.00419700
  0.5778010       17307.0      0.00424100
  0.5778340       17306.0      0.00428600
  0.5778680       17305.0      0.00433100
  0.5779010       17304.0      0.00437700
  0.5779340       17303.0      0.00442300
  0.5779680       17302.0      0.00447000
  0.5780010       17301.0      0.00452100
  0.5780350       17300.0      0.00457300
  0.5780680       17299.0      0.00462600
  0.5781020       17298.0      0.00467900
  0.5781350       17297.0      0.00473300
  0.5781680       17296.0      0.00478700
  0.5782020       17295.0      0.00484200
  0.5782350       17294.0      0.00489700
  0.5782690       17293.0      0.00495300
  0.5783020       17292.0      0.00500900
  0.5783360       17291.0      0.00506600
  0.5783690       17290.0      0.00512400
  0.5784020       17289.0      0.00518200
  0.5784360       17288.0      0.00524000
  0.5784690       17287.0      0.00529900
  0.5785030       17286.0      0.00535800
  0.5785360       17285.0      0.00541800
  0.5785700       17284.0      0.00547800
  0.5786030       17283.0      0.00553900
  0.5786370       17282.0      0.00560000
  0.5786700       17281.0      0.00566200
  0.5787040       17280.0      0.00572400
  0.5787370       17279.0      0.00578700
  0.5787710       17278.0      0.00585000
  0.5788040       17277.0      0.00591400
  0.5788380       17276.0      0.00597800
  0.5788710       17275.0      0.00604200
  0.5789050       17274.0      0.00610700
  0.5789380       17273.0      0.00617400
  0.5789720       17272.0      0.00624400
  0.5790050       17271.0      0.00631600
  0.5790390       17270.0      0.00639100
  0.5790720       17269.0      0.00646600
  0.5791060       17268.0      0.00654200
  0.5791390       17267.0      0.00661900
  0.5791730       17266.0      0.00669700
  0.5792060       17265.0      0.00677500
  0.5792400       17264.0      0.00685400
  0.5792740       17263.0      0.00693400
  0.5793070       17262.0      0.00701500
  0.5793410       17261.0      0.00709600
  0.5793740       17260.0      0.00717800
  0.5794080       17259.0      0.00726100
  0.5794410       17258.0      0.00734400
  0.5794750       17257.0      0.00742800
  0.5795090       17256.0      0.00751300
  0.5795420       17255.0      0.00759800
  0.5795760       17254.0      0.00768400
  0.5796090       17253.0      0.00777000
  0.5796430       17252.0      0.00785700
  0.5796770       17251.0      0.00794500
  0.5797100       17250.0      0.00803300
  0.5797440       17249.0      0.00812200
  0.5797770       17248.0      0.00821100
  0.5798110       17247.0      0.00830000
  0.5798450       17246.0      0.00839100
  0.5798780       17245.0      0.00848100
  0.5799120       17244.0      0.00857200
  0.5799450       17243.0      0.00866600
  0.5799790       17242.0      0.00876400
  0.5800130       17241.0      0.00886500
  0.5800460       17240.0      0.00896800
  0.5800800       17239.0      0.00907200
  0.5801140       17238.0      0.00917600
  0.5801470       17237.0      0.00928100
  0.5801810       17236.0      0.00938800
  0.5802150       17235.0      0.00949500
  0.5802480       17234.0      0.00960300
  0.5802820       17233.0      0.00971100
  0.5803160       17232.0      0.00982100
  0.5803490       17231.0      0.00993200
  0.5803830       17230.0      0.01004300
  0.5804170       17229.0      0.01015500
  0.5804500       17228.0      0.01026800
  0.5804840       17227.0      0.01038300
  0.5805180       17226.0      0.01049700
  0.5805520       17225.0      0.01061300
  0.5805850       17224.0      0.01073000
  0.5806190       17223.0      0.01084800
  0.5806530       17222.0      0.01096600
  0.5806860       17221.0      0.01108600
  0.5807200       17220.0      0.01120600
  0.5807540       17219.0      0.01132800
  0.5807880       17218.0      0.01145000
  0.5808210       17217.0      0.01157300
  0.5808550       17216.0      0.01169800
  0.5808890       17215.0      0.01182300
  0.5809230       17214.0      0.01194900
  0.5809560       17213.0      0.01207600
  0.5809900       17212.0      0.01221000
  0.5810240       17211.0      0.01235500
  0.5810580       17210.0      0.01250200
  0.5810910       17209.0      0.01265100
  0.5811250       17208.0      0.01280100
  0.5811590       17207.0      0.01295400
  0.5811930       17206.0      0.01310700
  0.5812260       17205.0      0.01326300
  0.5812600       17204.0      0.01342000
  0.5812940       17203.0      0.01357800
  0.5813280       17202.0      0.01373800
  0.5813620       17201.0      0.01390000
  0.5813950       17200.0      0.01406300
  0.5814290       17199.0      0.01422700
  0.5814630       17198.0      0.01439300
  0.5814970       17197.0      0.01456000
  0.5815310       17196.0      0.01472900
  0.5815640       17195.0      0.01489900
  0.5815980       17194.0      0.01507100
  0.5816320       17193.0      0.01524400
  0.5816660       17192.0      0.01541800
  0.5817000       17191.0      0.01559300
  0.5817340       17190.0      0.01577000
  0.5817670       17189.0      0.01594800
  0.5818010       17188.0      0.01612800
  0.5818350       17187.0      0.01630800
  0.5818690       17186.0      0.01649000
  0.5819030       17185.0      0.01667300
  0.5819370       17184.0      0.01685700
  0.5819710       17183.0      0.01704300
  0.5820040       17182.0      0.01723000
  0.5820380       17181.0      0.01744100
  0.5820720       17180.0      0.01765500
  0.5821060       17179.0      0.01787100
  0.5821400       17178.0      0.01809000
  0.5821740       17177.0      0.01831100
  0.5822080       17176.0      0.01853400
  0.5822420       17175.0      0.01875900
  0.5822760       17174.0      0.01898600
  0.5823090       17173.0      0.01921500
  0.5823430       17172.0      0.01944700
  0.5823770       17171.0      0.01968100
  0.5824110       17170.0      0.01991700
  0.5824450       17169.0      0.02015500
  0.5824790       17168.0      0.02039500
  0.5825130       17167.0      0.02063700
  0.5825470       17166.0      0.02088200
  0.5825810       17165.0      0.02112800
  0.5826150       17164.0      0.02137700
  0.5826490       17163.0      0.02162800
  0.5826830       17162.0      0.02188100
  0.5827170       17161.0      0.02213600
  0.5827510       17160.0      0.02239300
  0.5827850       17159.0      0.02265300
  0.5828190       17158.0      0.02291400
  0.5828520       17157.0      0.02317800
  0.5828860       17156.0      0.02344400
  0.5829200       17155.0      0.02371100
  0.5829540       17154.0      0.02398100
  0.5829880       17153.0      0.02425300
  0.5830220       17152.0      0.02453200
  0.5830560       17151.0      0.02482900
  0.5830900       17150.0      0.02514600
  0.5831240       17149.0      0.02546700
  0.5831580       17148.0      0.02579200
  0.5831920       17147.0      0.02612100
  0.5832260       17146.0      0.02645400
  0.5832600       17145.0      0.02679100
  0.5832940       17144.0      0.02713200
  0.5833280       17143.0      0.02747700
  0.5833630       17142.0      0.02782500
  0.5833970       17141.0      0.02817700
  0.5834310       17140.0      0.02853300
  0.5834650       17139.0      0.02889200
  0.5834990       17138.0      0.02925500
  0.5835330       17137.0      0.02962100
  0.5835670       17136.0      0.02999000
  0.5836010       17135.0      0.03036300
  0.5836350       17134.0      0.03074000
  0.5836690       17133.0      0.03111900
  0.5837030       17132.0      0.03150200
  0.5837370       17131.0      0.03188800
  0.5837710       17130.0      0.03227600
  0.5838050       17129.0      0.03266800
  0.5838390       17128.0      0.03306300
  0.5838730       17127.0      0.03346100
  0.5839080       17126.0      0.03386200
  0.5839420       17125.0      0.03426600
  0.5839760       17124.0      0.03467200
  0.5840100       17123.0      0.03508200
  0.5840440       17122.0      0.03550400
  0.5840780       17121.0      0.03594400
  0.5841120       17120.0      0.03640200
  0.5841460       17119.0      0.03687500
  0.5841800       17118.0      0.03735400
  0.5842150       17117.0      0.03783900
  0.5842490       17116.0      0.03832900
  0.5842830       17115.0      0.03882500
  0.5843170       17114.0      0.03932600
  0.5843510       17113.0      0.03983300
  0.5843850       17112.0      0.04034500
  0.5844190       17111.0      0.04086200
  0.5844540       17110.0      0.04138400
  0.5844880       17109.0      0.04191200
  0.5845220       17108.0      0.04244400
  0.5845560       17107.0      0.04298200
  0.5845900       17106.0      0.04352400
  0.5846240       17105.0      0.04407200
  0.5846590       17104.0      0.04462400
  0.5846930       17103.0      0.04518100
  0.5847270       17102.0      0.04574300
  0.5847610       17101.0      0.04630900
  0.5847950       17100.0      0.04688000
  0.5848300       17099.0      0.04745600
  0.5848640       17098.0      0.04803600
  0.5848980       17097.0      0.04862100
  0.5849320       17096.0      0.04921000
  0.5849660       17095.0      0.04980400
  0.5850010       17094.0      0.05040200
  0.5850350       17093.0      0.05100900
  0.5850690       17092.0      0.05163200
  0.5851030       17091.0      0.05227300
  0.5851380       17090.0      0.05293600
  0.5851720       17089.0      0.05362100
  0.5852060       17088.0      0.05433000
  0.5852400       17087.0      0.05505600
  0.5852740       17086.0      0.05579900
  0.5853090       17085.0      0.05655700
  0.5853430       17084.0      0.05733000
  0.5853770       17083.0      0.05811500
  0.5854120       17082.0      0.05891300
  0.5854460       17081.0      0.05972100
  0.5854800       17080.0      0.06053900
  0.5855140       17079.0      0.06136500
  0.5855490       17078.0      0.06219900
  0.5855830       17077.0      0.06303900
  0.5856170       17076.0      0.06388400
  0.5856520       17075.0      0.06473300
  0.5856860       17074.0      0.06558500
  0.5857200       17073.0      0.06643900
  0.5857540       17072.0      0.06729300
  0.5857890       17071.0      0.06814600
  0.5858230       17070.0      0.06899800
  0.5858570       17069.0      0.06984600
  0.5858920       17068.0      0.07069100
  0.5859260       17067.0      0.07153000
  0.5859600       17066.0      0.07236300
  0.5859950       17065.0      0.07318800
  0.5860290       17064.0      0.07401300
  0.5860630       17063.0      0.07484500
  0.5860980       17062.0      0.07568100
  0.5861320       17061.0      0.07651500
  0.5861660       17060.0      0.07734000
  0.5862010       17059.0      0.07815000
  0.5862350       17058.0      0.07894200
  0.5862700       17057.0      0.07971600
  0.5863040       17056.0      0.08048000
  0.5863380       17055.0      0.08123400
  0.5863730       17054.0      0.08198100
  0.5864070       17053.0      0.08272000
  0.5864410       17052.0      0.08345200
  0.5864760       17051.0      0.08417800
  0.5865100       17050.0      0.08489900
  0.5865450       17049.0      0.08561500
  0.5865790       17048.0      0.08632800
  0.5866130       17047.0      0.08703900
  0.5866480       17046.0      0.08774800
  0.5866820       17045.0      0.08845500
  0.5867170       17044.0      0.08916300
  0.5867510       17043.0      0.08987100
  0.5867860       17042.0      0.09058000
  0.5868200       17041.0      0.09129200
  0.5868540       17040.0      0.09200700
  0.5868890       17039.0      0.09272600
  0.5869230       17038.0      0.09344900
  0.5869580       17037.0      0.09417800
  0.5869920       17036.0      0.09491400
  0.5870270       17035.0      0.09565300
  0.5870610       17034.0      0.09639100
  0.5870960       17033.0      0.09712700
  0.5871300       17032.0      0.09786200
  0.5871650       17031.0      0.09859500
  0.5871990       17030.0      0.09932800
  0.5872340       17029.0      0.10006000
  0.5872680       17028.0      0.10079300
  0.5873030       17027.0      0.10152600
  0.5873370       17026.0      0.10226000
  0.5873720       17025.0      0.10299500
  0.5874060       17024.0      0.10373100
  0.5874410       17023.0      0.10447000
  0.5874750       17022.0      0.10521000
  0.5875100       17021.0      0.10595400
  0.5875440       17020.0      0.10670000
  0.5875790       17019.0      0.10745000
  0.5876130       17018.0      0.10820400
  0.5876480       17017.0      0.10896200
  0.5876820       17016.0      0.10972500
  0.5877170       17015.0      0.11049200
  0.5877510       17014.0      0.11126500
  0.5877860       17013.0      0.11204300
  0.5878200       17012.0      0.11282800
  0.5878550       17011.0      0.11361900
  0.5878890       17010.0      0.11441700
  0.5879240       17009.0      0.11522100
  0.5879590       17008.0      0.11603400
  0.5879930       17007.0      0.11685400
  0.5880280       17006.0      0.11773400
  0.5880620       17005.0      0.11863300
  0.5880970       17004.0      0.11953600
  0.5881320       17003.0      0.12044300
  0.5881660       17002.0      0.12135400
  0.5882010       17001.0      0.12226900
  0.5882350       17000.0      0.12318900
  0.5882700       16999.0      0.12411200
  0.5883050       16998.0      0.12504100
  0.5883390       16997.0      0.12597400
  0.5883740       16996.0      0.12691100
  0.5884080       16995.0      0.12785300
  0.5884430       16994.0      0.12880000
  0.5884780       16993.0      0.12975200
  0.5885120       16992.0      0.13070800
  0.5885470       16991.0      0.13167000
  0.5885820       16990.0      0.13263600
  0.5886160       16989.0      0.13360800
  0.5886510       16988.0      0.13458500
  0.5886850       16987.0      0.13556700
  0.5887200       16986.0      0.13655500
  0.5887550       16985.0      0.13754800
  0.5887890       16984.0      0.13854700
  0.5888240       16983.0      0.13955100
  0.5888590       16982.0      0.14056100
  0.5888930       16981.0      0.14157700
  0.5889280       16980.0      0.14259800
  0.5889630       16979.0      0.14362600
  0.5889980       16978.0      0.14465900
  0.5890320       16977.0      0.14570000
  0.5890670       16976.0      0.14675100
  0.5891020       16975.0      0.14781000
  0.5891360       16974.0      0.14887800
  0.5891710       16973.0      0.14995500
  0.5892060       16972.0      0.15103900
  0.5892400       16971.0      0.15213100
  0.5892750       16970.0      0.15323100
  0.5893100       16969.0      0.15433700
  0.5893450       16968.0      0.15545000
  0.5893790       16967.0      0.15657000
  0.5894140       16966.0      0.15769500
  0.5894490       16965.0      0.15882600
  0.5894840       16964.0      0.15996300
  0.5895180       16963.0      0.16110400
  0.5895530       16962.0      0.16225100
  0.5895880       16961.0      0.16340100
  0.5896230       16960.0      0.16455500
  0.5896570       16959.0      0.16571400
  0.5896920       16958.0      0.16687500
  0.5897270       16957.0      0.16804000
  0.5897620       16956.0      0.16920700
  0.5897970       16955.0      0.17037600
  0.5898310       16954.0      0.17154800
  0.5898660       16953.0      0.17272200
  0.5899010       16952.0      0.17390600
  0.5899360       16951.0      0.17510700
  0.5899710       16950.0      0.17632700
  0.5900050       16949.0      0.17757000
  0.5900400       16948.0      0.17882800
  0.5900750       16947.0      0.18009200
  0.5901100       16946.0      0.18136200
  0.5901450       16945.0      0.18263800
  0.5901790       16944.0      0.18392100
  0.5902140       16943.0      0.18521000
  0.5902490       16942.0      0.18650600
  0.5902840       16941.0      0.18780700
  0.5903190       16940.0      0.18911500
  0.5903540       16939.0      0.19042900
  0.5903880       16938.0      0.19174800
  0.5904230       16937.0      0.19307400
  0.5904580       16936.0      0.19440600
  0.5904930       16935.0      0.19574300
  0.5905280       16934.0      0.19708600
  0.5905630       16933.0      0.19843500
  0.5905980       16932.0      0.19979000
  0.5906330       16931.0      0.20115000
  0.5906670       16930.0      0.20251600
  0.5907020       16929.0      0.20388800
  0.5907370       16928.0      0.20526500
  0.5907720       16927.0      0.20664700
  0.5908070       16926.0      0.20803500
  0.5908420       16925.0      0.20942900
  0.5908770       16924.0      0.21082700
  0.5909120       16923.0      0.21223100
  0.5909470       16922.0      0.21364000
  0.5909820       16921.0      0.21505400
  0.5910170       16920.0      0.21647400
  0.5910510       16919.0      0.21790300
  0.5910860       16918.0      0.21934200
  0.5911210       16917.0      0.22079100
  0.5911560       16916.0      0.22224800
  0.5911910       16915.0      0.22371500
  0.5912260       16914.0      0.22518900
  0.5912610       16913.0      0.22667200
  0.5912960       16912.0      0.22816200
  0.5913310       16911.0      0.22965900
  0.5913660       16910.0      0.23116300
  0.5914010       16909.0      0.23267300
  0.5914360       16908.0      0.23418900
  0.5914710       16907.0      0.23571100
  0.5915060       16906.0      0.23723900
  0.5915410       16905.0      0.23877100
  0.5915760       16904.0      0.24030700
  0.5916110       16903.0      0.24184800
  0.5916460       16902.0      0.24339300
  0.5916810       16901.0      0.24494000
  0.5917160       16900.0      0.24649200
  0.5917510       16899.0      0.24804900
  0.5917860       16898.0      0.24961400
  0.5918210       16897.0      0.25118900
  0.5918560       16896.0      0.25277400
  0.5918910       16895.0      0.25437200
  0.5919260       16894.0      0.25598300
  0.5919610       16893.0      0.25760900
  0.5919960       16892.0      0.25925200
  0.5920310       16891.0      0.26090800
  0.5920660       16890.0      0.26257300
  0.5921010       16889.0      0.26424600
  0.5921360       16888.0      0.26592700
  0.5921710       16887.0      0.26761600
  0.5922070       16886.0      0.26931300
  0.5922420       16885.0      0.27101700
  0.5922770       16884.0      0.27272900
  0.5923120       16883.0      0.27444700
  0.5923470       16882.0      0.27617300
  0.5923820       16881.0      0.27790500
  0.5924170       16880.0      0.27964300
  0.5924520       16879.0      0.28138700
  0.5924870       16878.0      0.28313800
  0.5925220       16877.0      0.28489400
  0.5925570       16876.0      0.28665600
  0.5925930       16875.0      0.28842400
  0.5926280       16874.0      0.29019700
  0.5926630       16873.0      0.29197400
  0.5926980       16872.0      0.29375700
  0.5927330       16871.0      0.29554400
  0.5927680       16870.0      0.29733500
  0.5928030       16869.0      0.29913000
  0.5928390       16868.0      0.30093000
  0.5928740       16867.0      0.30273300
  0.5929090       16866.0      0.30454000
  0.5929440       16865.0      0.30635000
  0.5929790       16864.0      0.30816300
  0.5930140       16863.0      0.30998000
  0.5930490       16862.0      0.31180500
  0.5930850       16861.0      0.31364000
  0.5931200       16860.0      0.31548400
  0.5931550       16859.0      0.31733500
  0.5931900       16858.0      0.31919500
  0.5932250       16857.0      0.32106200
  0.5932610       16856.0      0.32293600
  0.5932960       16855.0      0.32481700
  0.5933310       16854.0      0.32670400
  0.5933660       16853.0      0.32859600
  0.5934010       16852.0      0.33049300
  0.5934370       16851.0      0.33239500
  0.5934720       16850.0      0.33430100
  0.5935070       16849.0      0.33621100
  0.5935420       16848.0      0.33812300
  0.5935770       16847.0      0.34003900
  0.5936130       16846.0      0.34195900
  0.5936480       16845.0      0.34388300
  0.5936830       16844.0      0.34581300
  0.5937180       16843.0      0.34774800
  0.5937540       16842.0      0.34968900
  0.5937890       16841.0      0.35163700
  0.5938240       16840.0      0.35359300
  0.5938590       16839.0      0.35555700
  0.5938950       16838.0      0.35752900
  0.5939300       16837.0      0.35951100
  0.5939650       16836.0      0.36150300
  0.5940010       16835.0      0.36350500
  0.5940360       16834.0      0.36551600
  0.5940710       16833.0      0.36753400
  0.5941060       16832.0      0.36955900
  0.5941420       16831.0      0.37159000
  0.5941770       16830.0      0.37362800
  0.5942120       16829.0      0.37567100
  0.5942480       16828.0      0.37772100
  0.5942830       16827.0      0.37977700
  0.5943180       16826.0      0.38183800
  0.5943540       16825.0      0.38390500
  0.5943890       16824.0      0.38597700
  0.5944240       16823.0      0.38805400
  0.5944600       16822.0      0.39013600
  0.5944950       16821.0      0.39222300
  0.5945300       16820.0      0.39431400
  0.5945660       16819.0      0.39640900
  0.5946010       16818.0      0.39850900
  0.5946360       16817.0      0.40061200
  0.5946720       16816.0      0.40271900
  0.5947070       16815.0      0.40483000
  0.5947420       16814.0      0.40694400
  0.5947780       16813.0      0.40906200
  0.5948130       16812.0      0.41118200
  0.5948490       16811.0      0.41330500
  0.5948840       16810.0      0.41543100
  0.5949190       16809.0      0.41755900
  0.5949550       16808.0      0.41968900
  0.5949900       16807.0      0.42182100
  0.5950260       16806.0      0.42395600
  0.5950610       16805.0      0.42609600
  0.5950960       16804.0      0.42824200
  0.5951320       16803.0      0.43039400
  0.5951670       16802.0      0.43255400
  0.5952030       16801.0      0.43472300
  0.5952380       16800.0      0.43690100
  0.5952740       16799.0      0.43908900
  0.5953090       16798.0      0.44128900
  0.5953440       16797.0      0.44350000
  0.5953800       16796.0      0.44572500
  0.5954150       16795.0      0.44796200
  0.5954510       16794.0      0.45021200
  0.5954860       16793.0      0.45247300
  0.5955220       16792.0      0.45474400
  0.5955570       16791.0      0.45702400
  0.5955930       16790.0      0.45931200
  0.5956280       16789.0      0.46160600
  0.5956640       16788.0      0.46390600
  0.5956990       16787.0      0.46621100
  0.5957350       16786.0      0.46851900
  0.5957700       16785.0      0.47082900
  0.5958060       16784.0      0.47314100
  0.5958410       16783.0      0.47545200
  0.5958770       16782.0      0.47776300
  0.5959120       16781.0      0.48007100
  0.5959480       16780.0      0.48237700
  0.5959830       16779.0      0.48467800
  0.5960190       16778.0      0.48697500
  0.5960540       16777.0      0.48928000
  0.5960900       16776.0      0.49159200
  0.5961250       16775.0      0.49391000
  0.5961610       16774.0      0.49623500
  0.5961960       16773.0      0.49856400
  0.5962320       16772.0      0.50089800
  0.5962670       16771.0      0.50323400
  0.5963030       16770.0      0.50557300
  0.5963380       16769.0      0.50791300
  0.5963740       16768.0      0.51025400
  0.5964100       16767.0      0.51259400
  0.5964450       16766.0      0.51493300
  0.5964810       16765.0      0.51727000
  0.5965160       16764.0      0.51960300
  0.5965520       16763.0      0.52193300
  0.5965880       16762.0      0.52425800
  0.5966230       16761.0      0.52657700
  0.5966590       16760.0      0.52889000
  0.5966940       16759.0      0.53119500
  0.5967300       16758.0      0.53349200
  0.5967660       16757.0      0.53577900
  0.5968010       16756.0      0.53805600
  0.5968370       16755.0      0.54032200
  0.5968720       16754.0      0.54257600
  0.5969080       16753.0      0.54481800
  0.5969440       16752.0      0.54704500
  0.5969790       16751.0      0.54925800
  0.5970150       16750.0      0.55144900
  0.5970510       16749.0      0.55356200
  0.5970860       16748.0      0.55562900
  0.5971220       16747.0      0.55768000
  0.5971580       16746.0      0.55971800
  0.5971930       16745.0      0.56174100
  0.5972290       16744.0      0.56375300
  0.5972650       16743.0      0.56575300
  0.5973000       16742.0      0.56774200
  0.5973360       16741.0      0.56972200
  0.5973720       16740.0      0.57169400
  0.5974070       16739.0      0.57365700
  0.5974430       16738.0      0.57561400
  0.5974790       16737.0      0.57756500
  0.5975140       16736.0      0.57951200
  0.5975500       16735.0      0.58145500
  0.5975860       16734.0      0.58339500
  0.5976210       16733.0      0.58533300
  0.5976570       16732.0      0.58727000
  0.5976930       16731.0      0.58920700
  0.5977290       16730.0      0.59114500
  0.5977640       16729.0      0.59308500
  0.5978000       16728.0      0.59502800
  0.5978360       16727.0      0.59697500
  0.5978720       16726.0      0.59892700
  0.5979070       16725.0      0.60088500
  0.5979430       16724.0      0.60284900
  0.5979790       16723.0      0.60482200
  0.5980150       16722.0      0.60680100
  0.5980500       16721.0      0.60877400
  0.5980860       16720.0      0.61073800
  0.5981220       16719.0      0.61269600
  0.5981580       16718.0      0.61464900
  0.5981930       16717.0      0.61659900
  0.5982290       16716.0      0.61854700
  0.5982650       16715.0      0.62049500
  0.5983010       16714.0      0.62244500
  0.5983370       16713.0      0.62439800
  0.5983720       16712.0      0.62635600
  0.5984080       16711.0      0.62832200
  0.5984440       16710.0      0.63029600
  0.5984800       16709.0      0.63228000
  0.5985160       16708.0      0.63427600
  0.5985520       16707.0      0.63628500
  0.5985870       16706.0      0.63831100
  0.5986230       16705.0      0.64035300
  0.5986590       16704.0      0.64241400
  0.5986950       16703.0      0.64449500
  0.5987310       16702.0      0.64659800
  0.5987670       16701.0      0.64873400
  0.5988020       16700.0      0.65090800
  0.5988380       16699.0      0.65311400
  0.5988740       16698.0      0.65534300
  0.5989100       16697.0      0.65759000
  0.5989460       16696.0      0.65984700
  0.5989820       16695.0      0.66210600
  0.5990180       16694.0      0.66436300
  0.5990530       16693.0      0.66663300
  0.5990890       16692.0      0.66891700
  0.5991250       16691.0      0.67121400
  0.5991610       16690.0      0.67352300
  0.5991970       16689.0      0.67584200
  0.5992330       16688.0      0.67816900
  0.5992690       16687.0      0.68050400
  0.5993050       16686.0      0.68284400
  0.5993410       16685.0      0.68518700
