# GOES-R ABI FM4 SRF ch 086 CWG release
# wvl [micron],  wavenum [cm-1],  relative SRF
  0.8615490       11607.0      0.95928800
  0.8616230       11606.0      0.95889600
  0.8616980       11605.0      0.95854300
  0.8617720       11604.0      0.95821800
  0.8618460       11603.0      0.95791500
  0.8619200       11602.0      0.95762300
  0.8619950       11601.0      0.95733400
  0.8620690       11600.0      0.95705000
  0.8621430       11599.0      0.95678000
  0.8622180       11598.0      0.95652200
  0.8622920       11597.0      0.95627400
  0.8623660       11596.0      0.95603200
  0.8624410       11595.0      0.95579700
  0.8625150       11594.0      0.95556900
  0.8625890       11593.0      0.95534700
  0.8626640       11592.0      0.95513000
  0.8627380       11591.0      0.95491600
  0.8628130       11590.0      0.95470300
  0.8628870       11589.0      0.95449200
  0.8629620       11588.0      0.95427900
  0.8630360       11587.0      0.95406700
  0.8631110       11586.0      0.95386500
  0.8631850       11585.0      0.95365500
  0.8632600       11584.0      0.95341800
  0.8633340       11583.0      0.95315100
  0.8634090       11582.0      0.95286100
  0.8634830       11581.0      0.95255400
  0.8635580       11580.0      0.95223300
  0.8636320       11579.0      0.95190400
  0.8637070       11578.0      0.95157200
  0.8637820       11577.0      0.95124200
  0.8638560       11576.0      0.95092000
  0.8639310       11575.0      0.95061000
  0.8640060       11574.0      0.95031600
  0.8640800       11573.0      0.95002500
  0.8641550       11572.0      0.94986900
  0.8642300       11571.0      0.94975400
  0.8643040       11570.0      0.94966300
  0.8643790       11569.0      0.94959000
  0.8644540       11568.0      0.94953000
  0.8645280       11567.0      0.94947500
  0.8646030       11566.0      0.94941900
  0.8646780       11565.0      0.94935700
  0.8647530       11564.0      0.94928100
  0.8648270       11563.0      0.94918600
  0.8649020       11562.0      0.94906400
  0.8649770       11561.0      0.94888900
  0.8650520       11560.0      0.94856500
  0.8651270       11559.0      0.94821500
  0.8652020       11558.0      0.94784000
  0.8652760       11557.0      0.94745000
  0.8653510       11556.0      0.94705100
  0.8654260       11555.0      0.94665300
  0.8655010       11554.0      0.94626400
  0.8655760       11553.0      0.94589200
  0.8656510       11552.0      0.94554600
  0.8657260       11551.0      0.94523400
  0.8658010       11550.0      0.94496400
  0.8658760       11549.0      0.94472400
  0.8659510       11548.0      0.94452000
  0.8660260       11547.0      0.94440700
  0.8661010       11546.0      0.94433600
  0.8661760       11545.0      0.94428100
  0.8662510       11544.0      0.94423700
  0.8663260       11543.0      0.94420000
  0.8664010       11542.0      0.94416700
  0.8664760       11541.0      0.94413200
  0.8665510       11540.0      0.94409100
  0.8666260       11539.0      0.94404000
  0.8667010       11538.0      0.94397700
  0.8667760       11537.0      0.94390600
  0.8668520       11536.0      0.94382400
  0.8669270       11535.0      0.94372900
  0.8670020       11534.0      0.94361600
  0.8670770       11533.0      0.94348100
  0.8671520       11532.0      0.94332000
  0.8672270       11531.0      0.94312900
  0.8673030       11530.0      0.94290800
  0.8673780       11529.0      0.94265500
  0.8674530       11528.0      0.94236700
  0.8675280       11527.0      0.94203900
  0.8676040       11526.0      0.94156600
  0.8676790       11525.0      0.94093700
  0.8677540       11524.0      0.94020300
  0.8678300       11523.0      0.93941500
  0.8679050       11522.0      0.93862400
  0.8679800       11521.0      0.93788100
  0.8680560       11520.0      0.93718000
  0.8681310       11519.0      0.93643200
  0.8682060       11518.0      0.93569500
  0.8682820       11517.0      0.93503400
  0.8683570       11516.0      0.93451400
  0.8684320       11515.0      0.93412100
  0.8685080       11514.0      0.93376600
  0.8685830       11513.0      0.93344500
  0.8686590       11512.0      0.93315400
  0.8687340       11511.0      0.93289100
  0.8688100       11510.0      0.93265200
  0.8688850       11509.0      0.93243500
  0.8689610       11508.0      0.93223600
  0.8690360       11507.0      0.93205400
  0.8691120       11506.0      0.93189400
  0.8691870       11505.0      0.93176200
  0.8692630       11504.0      0.93165500
  0.8693380       11503.0      0.93155000
  0.8694140       11502.0      0.93144800
  0.8694900       11501.0      0.93134900
  0.8695650       11500.0      0.93125700
  0.8696410       11499.0      0.93117400
  0.8697160       11498.0      0.93110100
  0.8697920       11497.0      0.93104000
  0.8698680       11496.0      0.93099500
  0.8699430       11495.0      0.93096700
  0.8700190       11494.0      0.93095700
  0.8700950       11493.0      0.93095900
  0.8701710       11492.0      0.93099900
  0.8702460       11491.0      0.93107600
  0.8703220       11490.0      0.93118200
  0.8703980       11489.0      0.93130800
  0.8704740       11488.0      0.93144400
  0.8705490       11487.0      0.93158300
  0.8706250       11486.0      0.93171600
  0.8707010       11485.0      0.93183200
  0.8707770       11484.0      0.93192400
  0.8708530       11483.0      0.93198300
  0.8709280       11482.0      0.93199800
  0.8710040       11481.0      0.93193400
  0.8710800       11480.0      0.93183300
  0.8711560       11479.0      0.93169300
  0.8712320       11478.0      0.93151800
  0.8713080       11477.0      0.93131600
  0.8713840       11476.0      0.93109200
  0.8714600       11475.0      0.93085100
  0.8715360       11474.0      0.93060000
  0.8716120       11473.0      0.93034400
  0.8716880       11472.0      0.93009000
  0.8717640       11471.0      0.92984300
  0.8718400       11470.0      0.92958500
  0.8719160       11469.0      0.92930600
  0.8719920       11468.0      0.92903200
  0.8720680       11467.0      0.92875400
  0.8721440       11466.0      0.92844100
  0.8722200       11465.0      0.92811400
  0.8722960       11464.0      0.92779500
  0.8723720       11463.0      0.92750300
  0.8724480       11462.0      0.92726200
  0.8725240       11461.0      0.92709200
  0.8726000       11460.0      0.92701300
  0.8726760       11459.0      0.92707100
  0.8727530       11458.0      0.92728600
  0.8728290       11457.0      0.92759600
  0.8729050       11456.0      0.92793300
  0.8729810       11455.0      0.92823200
  0.8730570       11454.0      0.92847800
  0.8731340       11453.0      0.92875000
  0.8732100       11452.0      0.92902400
  0.8732860       11451.0      0.92926800
  0.8733620       11450.0      0.92945500
  0.8734390       11449.0      0.92955300
  0.8735150       11448.0      0.92948900
  0.8735910       11447.0      0.92912000
  0.8736680       11446.0      0.92850000
  0.8737440       11445.0      0.92770000
  0.8738200       11444.0      0.92679100
  0.8738970       11443.0      0.92584100
  0.8739730       11442.0      0.92492400
  0.8740490       11441.0      0.92406200
  0.8741260       11440.0      0.92313400
  0.8742020       11439.0      0.92213200
  0.8742790       11438.0      0.92105900
  0.8743550       11437.0      0.91992100
  0.8744320       11436.0      0.91872900
  0.8745080       11435.0      0.91748200
  0.8745850       11434.0      0.91617900
  0.8746610       11433.0      0.91481500
  0.8747380       11432.0      0.91338800
  0.8748140       11431.0      0.91189600
  0.8748910       11430.0      0.91033500
  0.8749670       11429.0      0.90870400
  0.8750440       11428.0      0.90698500
  0.8751200       11427.0      0.90503700
  0.8751970       11426.0      0.90268800
  0.8752740       11425.0      0.89999100
  0.8753500       11424.0      0.89700000
  0.8754270       11423.0      0.89374900
  0.8755030       11422.0      0.89026700
  0.8755800       11421.0      0.88658600
  0.8756570       11420.0      0.88273700
  0.8757330       11419.0      0.87875200
  0.8758100       11418.0      0.87466100
  0.8758870       11417.0      0.87049700
  0.8759640       11416.0      0.86629000
  0.8760400       11415.0      0.86165900
  0.8761170       11414.0      0.85615200
  0.8761940       11413.0      0.85023000
  0.8762710       11412.0      0.84396800
  0.8763470       11411.0      0.83744100
  0.8764240       11410.0      0.83072200
  0.8765010       11409.0      0.82388700
  0.8765780       11408.0      0.81701000
  0.8766550       11407.0      0.81016600
  0.8767320       11406.0      0.80343000
  0.8768080       11405.0      0.79687700
  0.8768850       11404.0      0.79057100
  0.8769620       11403.0      0.78442300
  0.8770390       11402.0      0.77840400
  0.8771160       11401.0      0.77241200
  0.8771930       11400.0      0.76643400
  0.8772700       11399.0      0.76047600
  0.8773470       11398.0      0.75454400
  0.8774240       11397.0      0.74864500
  0.8775010       11396.0      0.74278500
  0.8775780       11395.0      0.73697000
  0.8776550       11394.0      0.73120700
  0.8777320       11393.0      0.72550300
  0.8778090       11392.0      0.71986200
  0.8778860       11391.0      0.71429300
  0.8779630       11390.0      0.70880100
  0.8780400       11389.0      0.70353800
  0.8781170       11388.0      0.69852300
  0.8781940       11387.0      0.69356900
  0.8782720       11386.0      0.68866900
  0.8783490       11385.0      0.68381900
  0.8784260       11384.0      0.67901200
  0.8785030       11383.0      0.67424200
  0.8785800       11382.0      0.66950300
  0.8786570       11381.0      0.66479000
  0.8787350       11380.0      0.66009700
  0.8788120       11379.0      0.65541700
  0.8788890       11378.0      0.65074400
  0.8789660       11377.0      0.64607300
  0.8790440       11376.0      0.64140800
  0.8791210       11375.0      0.63679000
  0.8791980       11374.0      0.63221500
  0.8792750       11373.0      0.62767300
  0.8793530       11372.0      0.62315600
  0.8794300       11371.0      0.61865500
  0.8795070       11370.0      0.61415900
  0.8795850       11369.0      0.60965900
  0.8796620       11368.0      0.60514600
  0.8797400       11367.0      0.60061100
  0.8798170       11366.0      0.59604400
  0.8798940       11365.0      0.59143500
  0.8799720       11364.0      0.58677600
  0.8800490       11363.0      0.58202700
  0.8801270       11362.0      0.57726400
  0.8802040       11361.0      0.57251300
  0.8802820       11360.0      0.56777000
  0.8803590       11359.0      0.56303000
  0.8804370       11358.0      0.55828800
  0.8805140       11357.0      0.55354200
  0.8805920       11356.0      0.54878500
  0.8806690       11355.0      0.54401400
  0.8807470       11354.0      0.53922300
  0.8808240       11353.0      0.53440900
  0.8809020       11352.0      0.52956800
  0.8809800       11351.0      0.52469400
  0.8810570       11350.0      0.51979000
  0.8811350       11349.0      0.51487400
  0.8812130       11348.0      0.50994400
  0.8812900       11347.0      0.50499700
  0.8813680       11346.0      0.50003100
  0.8814460       11345.0      0.49504500
  0.8815230       11344.0      0.49003500
  0.8816010       11343.0      0.48500000
  0.8816790       11342.0      0.47993700
  0.8817560       11341.0      0.47484300
  0.8818340       11340.0      0.46971800
  0.8819120       11339.0      0.46455700
  0.8819900       11338.0      0.45936000
  0.8820680       11337.0      0.45388000
  0.8821450       11336.0      0.44828400
  0.8822230       11335.0      0.44260800
  0.8823010       11334.0      0.43686400
  0.8823790       11333.0      0.43106300
  0.8824570       11332.0      0.42521700
  0.8825350       11331.0      0.41933800
  0.8826130       11330.0      0.41343700
  0.8826900       11329.0      0.40752500
  0.8827680       11328.0      0.40161600
  0.8828460       11327.0      0.39571900
  0.8829240       11326.0      0.38984800
  0.8830020       11325.0      0.38401400
  0.8830800       11324.0      0.37818300
  0.8831580       11323.0      0.37232900
  0.8832360       11322.0      0.36646800
  0.8833140       11321.0      0.36061700
