case_id,palette,base_luminance,sun_elevation_deg,slope_toward_sun_deg,local_mu,illumination_factor,albedo_r,albedo_g,albedo_b,albedo_y,input_r,input_g,input_b,input_y,identity_r,identity_g,identity_b,identity_y,sza_applied_gain,sza_r,sza_g,sza_b,sza_y,toe_applied_gain,toe_r,toe_g,toe_b,toe_y,combined_sza_gain,combined_toe_gain,combined_effective_gain,combined_r,combined_g,combined_b,combined_y,max_chroma_error
733,dry-soil,0,25,0,0.422618261741,0.526546974627,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,1,0,0,0,0,1.3,1,1.3,0,0,0,0,0
734,dry-soil,0,25,20,0.707106781187,0.759827560573,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,1,0,0,0,0,1.3,1,1.3,0,0,0,0,0
735,dry-soil,0,30,-20,0.173648177667,0.322391505687,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,1,0,0,0,0,1.6,1,1.6,0,0,0,0,0
736,dry-soil,0,30,0,0.5,0.59,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,1,0,0,0,0,1.6,1,1.6,0,0,0,0,0
737,dry-soil,0,30,20,0.766044443119,0.808156443358,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,1,0,0,0,0,1.6,1,1.6,0,0,0,0,0
738,dry-soil,0,33,-20,0.224951054344,0.364459864562,0,0,0,0,0,0,0,0,0,0,0,0,1.59009058864,0,0,0,0,1,0,0,0,0,1.59009058864,1,1.59009058864,0,0,0,0,0
739,dry-soil,0,33,0,0.544639035015,0.626604008712,0,0,0,0,0,0,0,0,0,0,0,0,1.59009058864,0,0,0,0,1,0,0,0,0,1.59009058864,1,1.59009058864,0,0,0,0,0
740,dry-soil,0,33,20,0.798635510047,0.834881118239,0,0,0,0,0,0,0,0,0,0,0,0,1.59009058864,0,0,0,0,1,0,0,0,0,1.59009058864,1,1.59009058864,0,0,0,0,0
741,dry-soil,0,40,-20,0.342020143326,0.460456517527,0,0,0,0,0,0,0,0,0,0,0,0,1.34729635533,0,0,0,0,1,0,0,0,0,1.34729635533,1,1.34729635533,0,0,0,0,0
742,dry-soil,0,40,0,0.642787609687,0.707085839943,0,0,0,0,0,0,0,0,0,0,0,0,1.34729635533,0,0,0,0,1,0,0,0,0,1.34729635533,1,1.34729635533,0,0,0,0,0
743,dry-soil,0,40,20,0.866025403784,0.890140831103,0,0,0,0,0,0,0,0,0,0,0,0,1.34729635533,0,0,0,0,1,0,0,0,0,1.34729635533,1,1.34729635533,0,0,0,0,0
744,dry-soil,0,50,-20,0.5,0.59,0,0,0,0,0,0,0,0,0,0,0,0,1.13051587485,0,0,0,0,1,0,0,0,0,1.13051587485,1,1.13051587485,0,0,0,0,0
745,dry-soil,0,50,0,0.766044443119,0.808156443358,0,0,0,0,0,0,0,0,0,0,0,0,1.13051587485,0,0,0,0,1,0,0,0,0,1.13051587485,1,1.13051587485,0,0,0,0,0
746,dry-soil,0,50,20,0.939692620786,0.950547949044,0,0,0,0,0,0,0,0,0,0,0,0,1.13051587485,0,0,0,0,1,0,0,0,0,1.13051587485,1,1.13051587485,0,0,0,0,0
747,dry-soil,0,59.999,-20,0.642774239591,0.707074876465,0,0,0,0,0,0,0,0,0,0,0,0,1.00001007692,0,0,0,0,1,0,0,0,0,1.00001007692,1,1.00001007692,0,0,0,0,0
748,dry-soil,0,59.999,0,0.866016677006,0.890133675145,0,0,0,0,0,0,0,0,0,0,0,0,1.00001007692,0,0,0,0,1,0,0,0,0,1.00001007692,1,1.00001007692,0,0,0,0,0
749,dry-soil,0,59.999,20,0.98480472213,0.987539872146,0,0,0,0,0,0,0,0,0,0,0,0,1.00001007692,0,0,0,0,1,0,0,0,0,1.00001007692,1,1.00001007692,0,0,0,0,0
750,dry-soil,0,60,-20,0.642787609687,0.707085839943,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
751,dry-soil,0,60,0,0.866025403784,0.890140831103,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
752,dry-soil,0,60,20,0.984807753012,0.98754235747,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
753,dry-soil,0,75,-20,0.819152044289,0.851704676317,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
754,dry-soil,0,75,0,0.965925826289,0.972059177557,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
755,dry-soil,0,75,20,0.996194698092,0.996879652435,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
756,dry-soil,1e-06,-5,-20,0,0.18,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,1,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,0
757,dry-soil,1e-06,-5,0,0,0.18,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,1,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,0
758,dry-soil,1e-06,-5,20,0,0.18,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,1,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,0
759,dry-soil,1e-06,0,-20,0,0.18,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,1,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,0
760,dry-soil,1e-06,0,0,0,0.18,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,1,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,0
761,dry-soil,1e-06,0,20,0,0.18,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,1,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,0
762,dry-soil,1e-06,10,-20,0,0.18,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,1,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,0
763,dry-soil,1e-06,10,0,0.173648177667,0.322391505687,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,4.69289569642e-07,2.95478617923e-07,1.56429856547e-07,3.22391505687e-07,4.69289569642e-07,2.95478617923e-07,1.56429856547e-07,3.22391505687e-07,1,4.69289569642e-07,2.95478617923e-07,1.56429856547e-07,3.22391505687e-07,1,4.69289569642e-07,2.95478617923e-07,1.56429856547e-07,3.22391505687e-07,1,1,1,4.69289569642e-07,2.95478617923e-07,1.56429856547e-07,3.22391505687e-07,0
764,dry-soil,1e-06,10,20,0.5,0.59,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,8.58834185159e-07,5.40747449915e-07,2.8627806172e-07,5.9e-07,8.58834185159e-07,5.40747449915e-07,2.8627806172e-07,5.9e-07,1,8.58834185159e-07,5.40747449915e-07,2.8627806172e-07,5.9e-07,1,8.58834185159e-07,5.40747449915e-07,2.8627806172e-07,5.9e-07,1,1,1,8.58834185159e-07,5.40747449915e-07,2.8627806172e-07,5.9e-07,0
765,dry-soil,1e-06,20,-20,0,0.18,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,1,1,1,2.62017209032e-07,1.64973798279e-07,8.73390696772e-08,1.8e-07,0
766,dry-soil,1e-06,20,0,0.342020143326,0.460456517527,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,6.7026406446e-07,4.2201811466e-07,2.2342135482e-07,4.60456517527e-07,6.7026406446e-07,4.2201811466e-07,2.2342135482e-07,4.60456517527e-07,1,6.7026406446e-07,4.2201811466e-07,2.2342135482e-07,4.60456517527e-07,1,6.7026406446e-07,4.2201811466e-07,2.2342135482e-07,4.60456517527e-07,1,1,1,6.7026406446e-07,4.2201811466e-07,2.2342135482e-07,4.60456517527e-07,0
767,dry-soil,1e-06,20,20,0.642787609687,0.707085839943,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,1.02927032404e-06,6.48059092915e-07,3.43090108014e-07,7.07085839943e-07,1.02927032404e-06,6.48059092915e-07,3.43090108014e-07,7.07085839943e-07,1,1.02927032404e-06,6.48059092915e-07,3.43090108014e-07,7.07085839943e-07,1,1.02927032404e-06,6.48059092915e-07,3.43090108014e-07,7.07085839943e-07,1,1,1,1.02927032404e-06,6.48059092915e-07,3.43090108014e-07,7.07085839943e-07,0
768,dry-soil,1e-06,25,-20,0.0871557427477,0.251467709053,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,3.66049262709e-07,2.30475461706e-07,1.22016420903e-07,2.51467709053e-07,3.66049262709e-07,2.30475461706e-07,1.22016420903e-07,2.51467709053e-07,1.3,4.75864041522e-07,2.99618100217e-07,1.58621347174e-07,3.26908021769e-07,1.5,5.49073894064e-07,3.45713192559e-07,1.83024631355e-07,3.7720156358e-07,1.3,1.5,1.95,7.13796062283e-07,4.49427150326e-07,2.37932020761e-07,4.90362032654e-07,5.55111512313e-17
769,dry-soil,1e-06,25,0,0.422618261741,0.526546974627,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,7.66468715088e-07,4.82591413204e-07,2.55489571696e-07,5.26546974627e-07,7.66468715088e-07,4.82591413204e-07,2.55489571696e-07,5.26546974627e-07,1.3,9.96409329614e-07,6.27368837165e-07,3.32136443205e-07,6.84511067016e-07,1.5,1.14970307263e-06,7.23887119805e-07,3.83234357544e-07,7.89820461941e-07,1.3,1.5,1.95,1.49461399442e-06,9.41053255747e-07,4.98204664807e-07,1.02676660052e-06,2.77555756156e-17
770,dry-soil,1e-06,25,20,0.707106781187,0.759827560573,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,1.10604387093e-06,6.96397992805e-07,3.68681290308e-07,7.59827560573e-07,1.10604387093e-06,6.96397992805e-07,3.68681290308e-07,7.59827560573e-07,1.3,1.4378570322e-06,9.05317390646e-07,4.79285677401e-07,9.87775828745e-07,1.5,1.65906580639e-06,1.04459698921e-06,5.53021935463e-07,1.13974134086e-06,1.3,1.5,1.95,2.1567855483e-06,1.35797608597e-06,7.18928516101e-07,1.48166374312e-06,5.55111512313e-17
771,dry-soil,1e-06,30,-20,0.173648177667,0.322391505687,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,4.69289569642e-07,2.95478617923e-07,1.56429856547e-07,3.22391505687e-07,4.69289569642e-07,2.95478617923e-07,1.56429856547e-07,3.22391505687e-07,1.6,7.50863311427e-07,4.72765788676e-07,2.50287770476e-07,5.15826409099e-07,1.5,7.03934354463e-07,4.43217926884e-07,2.34644784821e-07,4.8358725853e-07,1.6,1.5,2.4,1.12629496714e-06,7.09148683014e-07,3.75431655714e-07,7.73739613649e-07,2.77555756156e-17
772,dry-soil,1e-06,30,0,0.5,0.59,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,8.58834185159e-07,5.40747449915e-07,2.8627806172e-07,5.9e-07,8.58834185159e-07,5.40747449915e-07,2.8627806172e-07,5.9e-07,1.6,1.37413469625e-06,8.65195919864e-07,4.58044898751e-07,9.44e-07,1.5,1.28825127774e-06,8.11121174872e-07,4.29417092579e-07,8.85e-07,1.6,1.5,2.4,2.06120204438e-06,1.2977938798e-06,6.87067348127e-07,1.416e-06,5.55111512313e-17
773,dry-soil,1e-06,30,20,0.766044443119,0.808156443358,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,1.17639386527e-06,7.40692433691e-07,3.92131288425e-07,8.08156443358e-07,1.17639386527e-06,7.40692433691e-07,3.92131288425e-07,8.08156443358e-07,1.6,1.88223018444e-06,1.18510789391e-06,6.2741006148e-07,1.29305030937e-06,1.5,1.76459079791e-06,1.11103865054e-06,5.88196932637e-07,1.21223466504e-06,1.6,1.5,2.4,2.82334527666e-06,1.77766184086e-06,9.41115092219e-07,1.93957546406e-06,1.11022302463e-16
774,dry-soil,1e-06,33,-20,0.224951054344,0.364459864562,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,5.30526425092e-07,3.34035156539e-07,1.76842141697e-07,3.64459864562e-07,5.30526425092e-07,3.34035156539e-07,1.76842141697e-07,3.64459864562e-07,1.59009058864,8.43585075564e-07,5.31146158689e-07,2.81195025188e-07,5.79524200578e-07,1.5,7.95789637638e-07,5.01052734809e-07,2.65263212546e-07,5.46689796843e-07,1.59009058864,1.5,2.38513588296,1.26537761335e-06,7.96719238033e-07,4.21792537782e-07,8.69286300867e-07,1.11022302463e-16
775,dry-soil,1e-06,33,0,0.544639035015,0.626604008712,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,9.12116852949e-07,5.74295796301e-07,3.04038950983e-07,6.26604008712e-07,9.12116852949e-07,5.74295796301e-07,3.04038950983e-07,6.26604008712e-07,1.59009058864,1.45034842362e-06,9.13182340795e-07,4.83449474538e-07,9.96357137059e-07,1.5,1.36817527942e-06,8.61443694452e-07,4.56058426474e-07,9.39906013068e-07,1.59009058864,1.5,2.38513588296,2.17552263542e-06,1.36977351119e-06,7.25174211808e-07,1.49453570559e-06,1.11022302463e-16
776,dry-soil,1e-06,33,20,0.798635510047,0.834881118239,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,1.2152956693e-06,7.65186162152e-07,4.05098556433e-07,8.34881118239e-07,1.2152956693e-06,7.65186162152e-07,4.05098556433e-07,8.34881118239e-07,1.59009058864,1.93243020617e-06,1.216715315e-06,6.44143402057e-07,1.32753660875e-06,1.5,1.82294350395e-06,1.14777924323e-06,6.0764783465e-07,1.25232167736e-06,1.59009058864,1.5,2.38513588296,2.89864530926e-06,1.8250729725e-06,9.66215103086e-07,1.99130491312e-06,1.11022302463e-16
777,dry-soil,1e-06,40,-20,0.342020143326,0.460456517527,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,6.7026406446e-07,4.2201811466e-07,2.2342135482e-07,4.60456517527e-07,6.7026406446e-07,4.2201811466e-07,2.2342135482e-07,4.60456517527e-07,1.34729635533,9.03044331158e-07,5.68583467766e-07,3.01014777053e-07,6.20371387854e-07,1.5,1.00539609669e-06,6.3302717199e-07,3.3513203223e-07,6.90684776291e-07,1.34729635533,1.5,2.020944533,1.35456649674e-06,8.52875201649e-07,4.51522165579e-07,9.30557081781e-07,1.11022302463e-16
778,dry-soil,1e-06,40,0,0.642787609687,0.707085839943,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,1.02927032404e-06,6.48059092915e-07,3.43090108014e-07,7.07085839943e-07,1.02927032404e-06,6.48059092915e-07,3.43090108014e-07,7.07085839943e-07,1.34729635533,1.38673215624e-06,8.73127653926e-07,4.62244052078e-07,9.52654175063e-07,1.5,1.54390548606e-06,9.72088639373e-07,5.14635162021e-07,1.06062875991e-06,1.34729635533,1.5,2.020944533,2.08009823435e-06,1.30969148089e-06,6.93366078118e-07,1.4289812626e-06,1.11022302463e-16
779,dry-soil,1e-06,40,20,0.866025403784,0.890140831103,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,1.2957345345e-06,8.15832855058e-07,4.31911511501e-07,8.90140831103e-07,1.2957345345e-06,8.15832855058e-07,4.31911511501e-07,8.90140831103e-07,1.34729635533,1.74573841582e-06,1.09916863218e-06,5.81912805272e-07,1.19928349748e-06,1.5,1.94360180176e-06,1.22374928259e-06,6.47867267252e-07,1.33521124665e-06,1.34729635533,1.5,2.020944533,2.61860762373e-06,1.64875294827e-06,8.72869207908e-07,1.79892524622e-06,2.77555756156e-17
780,dry-soil,1e-06,50,-20,0.5,0.59,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,8.58834185159e-07,5.40747449915e-07,2.8627806172e-07,5.9e-07,8.58834185159e-07,5.40747449915e-07,2.8627806172e-07,5.9e-07,1.13051587485,9.70925680183e-07,6.11323576412e-07,3.23641893394e-07,6.6700436616e-07,1.5,1.28825127774e-06,8.11121174872e-07,4.29417092579e-07,8.85e-07,1.13051587485,1.5,1.69577381227,1.45638852028e-06,9.16985364618e-07,4.85462840092e-07,1.00050654924e-06,1.11022302463e-16
781,dry-soil,1e-06,50,0,0.766044443119,0.808156443358,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,1.17639386527e-06,7.40692433691e-07,3.92131288425e-07,8.08156443358e-07,1.17639386527e-06,7.40692433691e-07,3.92131288425e-07,8.08156443358e-07,1.13051587485,1.32993193977e-06,8.37364554667e-07,4.43310646588e-07,9.13633688576e-07,1.5,1.76459079791e-06,1.11103865054e-06,5.88196932637e-07,1.21223466504e-06,1.13051587485,1.5,1.69577381227,1.99489790965e-06,1.256046832e-06,6.64965969883e-07,1.37045053286e-06,1.11022302463e-16
782,dry-soil,1e-06,50,20,0.939692620786,0.950547949044,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,1.38366622588e-06,8.71197253335e-07,4.61222075295e-07,9.50547949044e-07,1.38366622588e-06,8.71197253335e-07,4.61222075295e-07,9.50547949044e-07,1.13051587485,1.56425663385e-06,9.84902325018e-07,5.21418877951e-07,1.0746095462e-06,1.5,2.07549933883e-06,1.30679588e-06,6.91833112942e-07,1.42582192357e-06,1.13051587485,1.5,1.69577381227,2.34638495078e-06,1.47735348753e-06,7.82128316926e-07,1.6119143193e-06,1.11022302463e-16
783,dry-soil,1e-06,59.999,-20,0.642774239591,0.707074876465,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,1.02925436504e-06,6.48049044656e-07,3.43084788347e-07,7.07074876465e-07,1.02925436504e-06,6.48049044656e-07,3.43084788347e-07,7.07074876465e-07,1.00001007692,1.02926473675e-06,6.48055574992e-07,3.43088245584e-07,7.07082001599e-07,1.5,1.54388154756e-06,9.72073566984e-07,5.14627182521e-07,1.0606123147e-06,1.00001007692,1.5,1.50001511538,1.54389710513e-06,9.72083362489e-07,5.14632368376e-07,1.0606230024e-06,5.55111512313e-17
784,dry-soil,1e-06,59.999,0,0.866016677006,0.890133675145,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,1.29572411792e-06,8.15826296471e-07,4.31908039308e-07,8.90133675145e-07,1.29572411792e-06,8.15826296471e-07,4.31908039308e-07,8.90133675145e-07,1.00001007692,1.29573717483e-06,8.15834517485e-07,4.3191239161e-07,8.90142644948e-07,1.5,1.94358617689e-06,1.22373944471e-06,6.47862058962e-07,1.33520051272e-06,1.00001007692,1.5,1.50001511538,1.94360576224e-06,1.22375177623e-06,6.47868587415e-07,1.33521396742e-06,5.55111512313e-17
785,dry-soil,1e-06,59.999,20,0.98480472213,0.987539872146,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,1.43751356171e-06,9.05101131445e-07,4.79171187235e-07,9.87539872146e-07,1.43751356171e-06,9.05101131445e-07,4.79171187235e-07,9.87539872146e-07,1.00001007692,1.43752804741e-06,9.05110252074e-07,4.79176015804e-07,9.87549823504e-07,1.5,2.15627034256e-06,1.35765169717e-06,7.18756780853e-07,1.48130980822e-06,1.00001007692,1.5,1.50001511538,2.15629207112e-06,1.35766537811e-06,7.18764023706e-07,1.48132473526e-06,5.55111512313e-17
786,dry-soil,1e-06,60,-20,0.642787609687,0.707085839943,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,1.02927032404e-06,6.48059092915e-07,3.43090108014e-07,7.07085839943e-07,1.02927032404e-06,6.48059092915e-07,3.43090108014e-07,7.07085839943e-07,1,1.02927032404e-06,6.48059092915e-07,3.43090108014e-07,7.07085839943e-07,1.5,1.54390548606e-06,9.72088639373e-07,5.14635162021e-07,1.06062875991e-06,1,1.5,1.5,1.54390548606e-06,9.72088639373e-07,5.14635162021e-07,1.06062875991e-06,2.77555756156e-17
787,dry-soil,1e-06,60,0,0.866025403784,0.890140831103,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,1.2957345345e-06,8.15832855058e-07,4.31911511501e-07,8.90140831103e-07,1.2957345345e-06,8.15832855058e-07,4.31911511501e-07,8.90140831103e-07,1,1.2957345345e-06,8.15832855058e-07,4.31911511501e-07,8.90140831103e-07,1.5,1.94360180176e-06,1.22374928259e-06,6.47867267252e-07,1.33521124665e-06,1,1.5,1.5,1.94360180176e-06,1.22374928259e-06,6.47867267252e-07,1.33521124665e-06,2.77555756156e-17
788,dry-soil,1e-06,60,20,0.984807753012,0.98754235747,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,1.43751717947e-06,9.05103409296e-07,4.79172393157e-07,9.8754235747e-07,1.43751717947e-06,9.05103409296e-07,4.79172393157e-07,9.8754235747e-07,1,1.43751717947e-06,9.05103409296e-07,4.79172393157e-07,9.8754235747e-07,1.5,2.15627576921e-06,1.35765511394e-06,7.18758589735e-07,1.48131353621e-06,1,1.5,1.5,2.15627576921e-06,1.35765511394e-06,7.18758589735e-07,1.48131353621e-06,1.11022302463e-16
789,dry-soil,1e-06,75,-20,0.819152044289,0.851704676317,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,1.23978490115e-06,7.80605308134e-07,4.13261633718e-07,8.51704676317e-07,1.23978490115e-06,7.80605308134e-07,4.13261633718e-07,8.51704676317e-07,1,1.23978490115e-06,7.80605308134e-07,4.13261633718e-07,8.51704676317e-07,1.5,1.85967735173e-06,1.1709079622e-06,6.19892450577e-07,1.27755701448e-06,1,1.5,1.5,1.85967735173e-06,1.1709079622e-06,6.19892450577e-07,1.27755701448e-06,5.55111512313e-17
790,dry-soil,1e-06,75,0,0.965925826289,0.972059177557,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,1.41497907065e-06,8.90912748187e-07,4.71659690217e-07,9.72059177557e-07,1.41497907065e-06,8.90912748187e-07,4.71659690217e-07,9.72059177557e-07,1,1.41497907065e-06,8.90912748187e-07,4.71659690217e-07,9.72059177557e-07,1.5,2.12246860597e-06,1.33636912228e-06,7.07489535325e-07,1.45808876634e-06,1,1.5,1.5,2.12246860597e-06,1.33636912228e-06,7.07489535325e-07,1.45808876634e-06,2.77555756156e-17
791,dry-soil,1e-06,75,20,0.996194698092,0.996879652435,1.45565116129e-06,9.16521101551e-07,4.85217053762e-07,1e-06,1.45110902373e-06,9.13661237163e-07,4.8370300791e-07,9.96879652435e-07,1.45110902373e-06,9.13661237163e-07,4.8370300791e-07,9.96879652435e-07,1,1.45110902373e-06,9.13661237163e-07,4.8370300791e-07,9.96879652435e-07,1.5,2.17666353559e-06,1.37049185574e-06,7.25554511865e-07,1.49531947865e-06,1,1.5,1.5,2.17666353559e-06,1.37049185574e-06,7.25554511865e-07,1.49531947865e-06,5.55111512313e-17
792,dry-soil,0.001,-5,-20,0,0.18,0.00145565116129,0.000916521101551,0.000485217053762,0.001,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,1,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,1,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,1,1,1,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,0
793,dry-soil,0.001,-5,0,0,0.18,0.00145565116129,0.000916521101551,0.000485217053762,0.001,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,1,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,1,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,1,1,1,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,0
794,dry-soil,0.001,-5,20,0,0.18,0.00145565116129,0.000916521101551,0.000485217053762,0.001,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,1,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,1,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,1,1,1,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,0
795,dry-soil,0.001,0,-20,0,0.18,0.00145565116129,0.000916521101551,0.000485217053762,0.001,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,1,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,1,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,1,1,1,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,0
796,dry-soil,0.001,0,0,0,0.18,0.00145565116129,0.000916521101551,0.000485217053762,0.001,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,1,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,1,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,1,1,1,0.000262017209032,0.000164973798279,8.73390696772e-05,0.00018,0
