case_id,palette,base_luminance,sun_elevation_deg,slope_toward_sun_deg,local_mu,illumination_factor,albedo_r,albedo_g,albedo_b,albedo_y,input_r,input_g,input_b,input_y,identity_r,identity_g,identity_b,identity_y,sza_applied_gain,sza_r,sza_g,sza_b,sza_y,toe_applied_gain,toe_r,toe_g,toe_b,toe_y,combined_sza_gain,combined_toe_gain,combined_effective_gain,combined_r,combined_g,combined_b,combined_y,max_chroma_error
142,forest,0.005,75,0,0.965925826289,0.972059177557,0.00354509359047,0.00571789288786,0.00217279929739,0.005,0.00344604075992,0.00555813025793,0.00211208949801,0.00486029588779,0.00344604075992,0.00555813025793,0.00211208949801,0.00486029588779,1,0.00344604075992,0.00555813025793,0.00211208949801,0.00486029588779,1.5,0.00516906113987,0.00833719538689,0.00316813424702,0.00729044383168,1,1.5,1.5,0.00516906113987,0.00833719538689,0.00316813424702,0.00729044383168,0
143,forest,0.005,75,20,0.996194698092,0.996879652435,0.00354509359047,0.00571789288786,0.00217279929739,0.005,0.00353403166632,0.00570005107471,0.00216601940839,0.00498439826218,0.00353403166632,0.00570005107471,0.00216601940839,0.00498439826218,1,0.00353403166632,0.00570005107471,0.00216601940839,0.00498439826218,1.5,0.00530104749948,0.00855007661206,0.00324902911258,0.00747659739326,1,1.5,1.5,0.00530104749948,0.00855007661206,0.00324902911258,0.00747659739326,5.55111512313e-17
144,forest,0.01,-5,-20,0,0.18,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,1,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,0
145,forest,0.01,-5,0,0,0.18,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,1,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,0
146,forest,0.01,-5,20,0,0.18,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,1,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,0
147,forest,0.01,0,-20,0,0.18,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,1,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,0
148,forest,0.01,0,0,0,0.18,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,1,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,0
149,forest,0.01,0,20,0,0.18,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,1,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,0
150,forest,0.01,10,-20,0,0.18,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,1,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,0
151,forest,0.01,10,0,0.173648177667,0.322391505687,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00228581612087,0.00368680019494,0.00140098407408,0.00322391505687,0.00228581612087,0.00368680019494,0.00140098407408,0.00322391505687,1,0.00228581612087,0.00368680019494,0.00140098407408,0.00322391505687,1,0.00228581612087,0.00368680019494,0.00140098407408,0.00322391505687,1,1,1,0.00228581612087,0.00368680019494,0.00140098407408,0.00322391505687,0
152,forest,0.01,10,20,0.5,0.59,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00418321043676,0.00674711360767,0.00256390317091,0.0059,0.00418321043676,0.00674711360767,0.00256390317091,0.0059,1,0.00418321043676,0.00674711360767,0.00256390317091,0.0059,1,0.00418321043676,0.00674711360767,0.00256390317091,0.0059,1,1,1,0.00418321043676,0.00674711360767,0.00256390317091,0.0059,0
153,forest,0.01,20,-20,0,0.18,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,1,1,1,0.00127623369257,0.00205844143963,0.000782207747059,0.0018,0
154,forest,0.01,20,0,0.342020143326,0.460456517527,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00326472289795,0.00526568209347,0.00200095919552,0.00460456517527,0.00326472289795,0.00526568209347,0.00200095919552,0.00460456517527,1,0.00326472289795,0.00526568209347,0.00200095919552,0.00460456517527,1,0.00326472289795,0.00526568209347,0.00200095919552,0.00460456517527,1,1,1,0.00326472289795,0.00526568209347,0.00200095919552,0.00460456517527,0
155,forest,0.01,20,20,0.642787609687,0.707085839943,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00501337095819,0.00808608219063,0.00307271123244,0.00707085839943,0.00501337095819,0.00808608219063,0.00307271123244,0.00707085839943,1,0.00501337095819,0.00808608219063,0.00307271123244,0.00707085839943,1,0.00501337095819,0.00808608219063,0.00307271123244,0.00707085839943,1,1,1,0.00501337095819,0.00808608219063,0.00307271123244,0.00707085839943,0
156,forest,0.01,25,-20,0.0871557427477,0.251467709053,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00178295312715,0.00287573085024,0.00109277772309,0.00251467709053,0.00178295312715,0.00287573085024,0.00109277772309,0.00251467709053,1.3,0.00231783906529,0.00373845010531,0.00142061104002,0.00326908021769,1.5,0.00267442969072,0.00431359627536,0.00163916658464,0.0037720156358,1.3,1.5,1.95,0.00347675859794,0.00560767515797,0.00213091656003,0.00490362032654,5.55111512313e-17
157,forest,0.01,25,0,0.422618261741,0.526546974627,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00373331660967,0.00602147840269,0.00228816179302,0.00526546974627,0.00373331660967,0.00602147840269,0.00228816179302,0.00526546974627,1.3,0.00485331159257,0.00782792192349,0.00297461033093,0.00684511067016,1.5,0.0055999749145,0.00903221760403,0.00343224268953,0.00789820461941,1.3,1.5,1.95,0.00727996738885,0.0117418828852,0.00446191549639,0.0102676660052,5.55111512313e-17
158,forest,0.01,25,20,0.707106781187,0.759827560573,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.0053873196297,0.00868922520919,0.00330190557949,0.00759827560573,0.0053873196297,0.00868922520919,0.00330190557949,0.00759827560573,1.3,0.00700351551861,0.011295992772,0.00429247725334,0.00987775828745,1.5,0.00808097944455,0.0130338378138,0.00495285836924,0.0113974134086,1.3,1.5,1.95,0.0105052732779,0.0169439891579,0.00643871588001,0.0148166374312,5.55111512313e-17
159,forest,0.01,30,-20,0.173648177667,0.322391505687,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00228581612087,0.00368680019494,0.00140098407408,0.00322391505687,0.00228581612087,0.00368680019494,0.00140098407408,0.00322391505687,1.6,0.00365730579338,0.00589888031191,0.00224157451853,0.00515826409099,1.5,0.0034287241813,0.00553020029242,0.00210147611112,0.0048358725853,1.6,1.5,2.4,0.00548595869008,0.00884832046787,0.00336236177779,0.00773739613649,0
160,forest,0.01,30,0,0.5,0.59,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00418321043676,0.00674711360767,0.00256390317091,0.0059,0.00418321043676,0.00674711360767,0.00256390317091,0.0059,1.6,0.00669313669881,0.0107953817723,0.00410224507346,0.00944,1.5,0.00627481565513,0.0101206704115,0.00384585475637,0.00885,1.6,1.5,2.4,0.0100397050482,0.0161930726584,0.0061533676102,0.01416,5.55111512313e-17
161,forest,0.01,30,20,0.766044443119,0.808156443358,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00572998045489,0.0092419039595,0.00351192350461,0.00808156443358,0.00572998045489,0.0092419039595,0.00351192350461,0.00808156443358,1.6,0.00916796872782,0.0147870463352,0.00561907760738,0.0129305030937,1.5,0.00859497068233,0.0138628559392,0.00526788525691,0.0121223466504,1.6,1.5,2.4,0.0137519530917,0.0221805695028,0.00842861641106,0.0193957546406,5.55111512313e-17
162,forest,0.01,33,-20,0.224951054344,0.364459864562,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00258408865968,0.00416788493498,0.00158379627529,0.00364459864562,0.00258408865968,0.00416788493498,0.00158379627529,0.00364459864562,1.59009058864,0.00410893505798,0.00662731460965,0.00251837955167,0.00579524200578,1.5,0.00387613298953,0.00625182740246,0.00237569441294,0.00546689796843,1.59009058864,1.5,2.38513588296,0.00616340258697,0.00994097191447,0.0037775693275,0.00869286300867,5.55111512313e-17
163,forest,0.01,33,0,0.544639035015,0.626604008712,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.0044427397101,0.00716570920984,0.00272296949974,0.00626604008712,0.0044427397101,0.00716570920984,0.00272296949974,0.00626604008712,1.59009058864,0.00706435860081,0.0113941267755,0.00432976817469,0.00996357137059,1.5,0.00666410956515,0.0107485638148,0.00408445424961,0.00939906013068,1.59009058864,1.5,2.38513588296,0.0105965379012,0.0170911901633,0.00649465226204,0.0149453570559,5.55111512313e-17
164,forest,0.01,33,20,0.798635510047,0.834881118239,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00591946340215,0.00954752161637,0.00362805821422,0.00834881118239,0.00591946340215,0.00954752161637,0.00362805821422,0.00834881118239,1.59009058864,0.00941248304556,0.015181424267,0.00576894122147,0.0132753660875,1.5,0.00887919510322,0.0143212824245,0.00544208732133,0.0125232167736,1.59009058864,1.5,2.38513588296,0.0141187245683,0.0227721364006,0.00865341183221,0.0199130491312,2.77555756156e-17
165,forest,0.01,40,-20,0.342020143326,0.460456517527,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00326472289795,0.00526568209347,0.00200095919552,0.00460456517527,0.00326472289795,0.00526568209347,0.00200095919552,0.00460456517527,1.34729635533,0.00439854926158,0.00709443429288,0.00269588503129,0.00620371387854,1.5,0.00489708434693,0.0078985231402,0.00300143879328,0.00690684776291,1.34729635533,1.5,2.020944533,0.00659782389238,0.0106416514393,0.00404382754694,0.00930557081781,2.77555756156e-17
166,forest,0.01,40,0,0.642787609687,0.707085839943,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00501337095819,0.00808608219063,0.00307271123244,0.00707085839943,0.00501337095819,0.00808608219063,0.00307271123244,0.00707085839943,1.34729635533,0.0067544964199,0.0108943490644,0.00413985264446,0.00952654175063,1.5,0.00752005643728,0.0121291232859,0.00460906684866,0.0106062875991,1.34729635533,1.5,2.020944533,0.0101317446299,0.0163415235965,0.00620977896669,0.014289812626,5.55111512313e-17
167,forest,0.01,40,20,0.866025403784,0.890140831103,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00631126510992,0.0101794598547,0.00386819474479,0.00890140831103,0.00631126510992,0.0101794598547,0.00386819474479,0.00890140831103,1.34729635533,0.00850314448014,0.0137147491615,0.00521160468138,0.0119928349748,1.5,0.00946689766488,0.0152691897821,0.00580229211719,0.0133521124665,1.34729635533,1.5,2.020944533,0.0127547167202,0.0205721237423,0.00781740702207,0.0179892524622,2.77555756156e-17
168,forest,0.01,50,-20,0.5,0.59,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00418321043676,0.00674711360767,0.00256390317091,0.0059,0.00418321043676,0.00674711360767,0.00256390317091,0.0059,1.13051587485,0.00472918580658,0.00762771904287,0.00289853323629,0.0066700436616,1.5,0.00627481565513,0.0101206704115,0.00384585475637,0.00885,1.13051587485,1.5,1.69577381227,0.00709377870987,0.0114415785643,0.00434779985443,0.0100050654924,5.55111512313e-17
169,forest,0.01,50,0,0.766044443119,0.808156443358,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00572998045489,0.0092419039595,0.00351192350461,0.00808156443358,0.00572998045489,0.0092419039595,0.00351192350461,0.00808156443358,1.13051587485,0.00647783386682,0.01044811914,0.00397028527321,0.00913633688576,1.5,0.00859497068233,0.0138628559392,0.00526788525691,0.0121223466504,1.13051587485,1.5,1.69577381227,0.00971675080022,0.01567217871,0.00595542790981,0.0137045053286,5.55111512313e-17
170,forest,0.01,50,20,0.939692620786,0.950547949044,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00673956288319,0.0108702627148,0.00413069983163,0.00950547949044,0.00673956288319,0.0108702627148,0.00413069983163,0.00950547949044,1.13051587485,0.00761918282897,0.0122890045629,0.00466982173389,0.010746095462,1.5,0.0101093443248,0.0163053940722,0.00619604974744,0.0142582192357,1.13051587485,1.5,1.69577381227,0.0114287742435,0.0184335068443,0.00700473260083,0.016119143193,5.55111512313e-17
171,forest,0.01,59.999,-20,0.642774239591,0.707074876465,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00501329322507,0.00808595681464,0.00307266358956,0.00707074876465,0.00501329322507,0.00808595681464,0.00307266358956,0.00707074876465,1.00001007692,0.00501334374361,0.00808603829615,0.00307269455254,0.00707082001599,1.5,0.00751993983761,0.012128935222,0.00460899538434,0.010606123147,1.00001007692,1.5,1.50001511538,0.00752001561542,0.0121290574442,0.00460904182881,0.010606230024,2.77555756156e-17
172,forest,0.01,59.999,0,0.866016677006,0.890133675145,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00631121437284,0.0101793780207,0.00386816364787,0.00890133675145,0.00631121437284,0.0101793780207,0.00386816364787,0.00890133675145,1.00001007692,0.00631127797042,0.0101794805975,0.00386820262703,0.00890142644948,1.5,0.00946682155926,0.0152690670311,0.0058022454718,0.0133520051272,1.00001007692,1.5,1.50001511538,0.00946691695563,0.0152692208962,0.00580230394055,0.0133521396742,5.55111512313e-17
173,forest,0.01,59.999,20,0.98480472213,0.987539872146,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00700184254216,0.0112932944228,0.00429145188068,0.00987539872146,0.00700184254216,0.0112932944228,0.00429145188068,0.00987539872146,1.00001007692,0.00700191309915,0.0112934082244,0.00429149512528,0.00987549823504,1.5,0.0105027638132,0.0169399416343,0.00643717782102,0.0148130980822,1.00001007692,1.5,1.50001511538,0.0105028696487,0.0169401123366,0.00643724268793,0.0148132473526,5.55111512313e-17
174,forest,0.01,60,-20,0.642787609687,0.707085839943,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00501337095819,0.00808608219063,0.00307271123244,0.00707085839943,0.00501337095819,0.00808608219063,0.00307271123244,0.00707085839943,1,0.00501337095819,0.00808608219063,0.00307271123244,0.00707085839943,1.5,0.00752005643728,0.0121291232859,0.00460906684866,0.0106062875991,1,1.5,1.5,0.00752005643728,0.0121291232859,0.00460906684866,0.0106062875991,5.55111512313e-17
175,forest,0.01,60,0,0.866025403784,0.890140831103,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00631126510992,0.0101794598547,0.00386819474479,0.00890140831103,0.00631126510992,0.0101794598547,0.00386819474479,0.00890140831103,1,0.00631126510992,0.0101794598547,0.00386819474479,0.00890140831103,1.5,0.00946689766488,0.0152691897821,0.00580229211719,0.0133521124665,1,1.5,1.5,0.00946689766488,0.0152691897821,0.00580229211719,0.0133521124665,0
176,forest,0.01,60,20,0.984807753012,0.98754235747,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00700186016357,0.0112933228445,0.0042914626809,0.0098754235747,0.00700186016357,0.0112933228445,0.0042914626809,0.0098754235747,1,0.00700186016357,0.0112933228445,0.0042914626809,0.0098754235747,1.5,0.0105027902454,0.0169399842667,0.00643719402135,0.0148131353621,1,1.5,1.5,0.0105027902454,0.0169399842667,0.00643719402135,0.0148131353621,5.55111512313e-17
177,forest,0.01,75,-20,0.819152044289,0.851704676317,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00603874557797,0.00973991222253,0.00370116664456,0.00851704676317,0.00603874557797,0.00973991222253,0.00370116664456,0.00851704676317,1,0.00603874557797,0.00973991222253,0.00370116664456,0.00851704676317,1.5,0.00905811836696,0.0146098683338,0.00555174996684,0.0127755701448,1,1.5,1.5,0.00905811836696,0.0146098683338,0.00555174996684,0.0127755701448,2.77555756156e-17
178,forest,0.01,75,0,0.965925826289,0.972059177557,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00689208151983,0.0111162605159,0.00422417899603,0.00972059177557,0.00689208151983,0.0111162605159,0.00422417899603,0.00972059177557,1,0.00689208151983,0.0111162605159,0.00422417899603,0.00972059177557,1.5,0.0103381222797,0.0166743907738,0.00633626849404,0.0145808876634,1,1.5,1.5,0.0103381222797,0.0166743907738,0.00633626849404,0.0145808876634,0
179,forest,0.01,75,20,0.996194698092,0.996879652435,0.00709018718094,0.0114357857757,0.00434559859477,0.01,0.00706806333264,0.0114001021494,0.00433203881678,0.00996879652435,0.00706806333264,0.0114001021494,0.00433203881678,0.00996879652435,1,0.00706806333264,0.0114001021494,0.00433203881678,0.00996879652435,1.5,0.010602094999,0.0171001532241,0.00649805822517,0.0149531947865,1,1.5,1.5,0.010602094999,0.0171001532241,0.00649805822517,0.0149531947865,5.55111512313e-17
180,forest,0.02,-5,-20,0,0.18,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,1,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,0
181,forest,0.02,-5,0,0,0.18,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,1,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,0
182,forest,0.02,-5,20,0,0.18,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,1,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,0
183,forest,0.02,0,-20,0,0.18,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,1,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,0
184,forest,0.02,0,0,0,0.18,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,1,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,0
185,forest,0.02,0,20,0,0.18,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,1,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,0
186,forest,0.02,10,-20,0,0.18,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,1,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,0
187,forest,0.02,10,0,0.173648177667,0.322391505687,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.00457163224173,0.00737360038989,0.00280196814816,0.00644783011374,0.00457163224173,0.00737360038989,0.00280196814816,0.00644783011374,1,0.00457163224173,0.00737360038989,0.00280196814816,0.00644783011374,1,0.00457163224173,0.00737360038989,0.00280196814816,0.00644783011374,1,1,1,0.00457163224173,0.00737360038989,0.00280196814816,0.00644783011374,0
188,forest,0.02,10,20,0.5,0.59,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.00836642087351,0.0134942272153,0.00512780634183,0.0118,0.00836642087351,0.0134942272153,0.00512780634183,0.0118,1,0.00836642087351,0.0134942272153,0.00512780634183,0.0118,1,0.00836642087351,0.0134942272153,0.00512780634183,0.0118,1,1,1,0.00836642087351,0.0134942272153,0.00512780634183,0.0118,0
189,forest,0.02,20,-20,0,0.18,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,1,1,1,0.00255246738514,0.00411688287926,0.00156441549412,0.0036,0
190,forest,0.02,20,0,0.342020143326,0.460456517527,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.0065294457959,0.0105313641869,0.00400191839104,0.00920913035054,0.0065294457959,0.0105313641869,0.00400191839104,0.00920913035054,1,0.0065294457959,0.0105313641869,0.00400191839104,0.00920913035054,1,0.0065294457959,0.0105313641869,0.00400191839104,0.00920913035054,1,1,1,0.0065294457959,0.0105313641869,0.00400191839104,0.00920913035054,0
191,forest,0.02,20,20,0.642787609687,0.707085839943,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.0100267419164,0.0161721643813,0.00614542246488,0.0141417167989,0.0100267419164,0.0161721643813,0.00614542246488,0.0141417167989,1,0.0100267419164,0.0161721643813,0.00614542246488,0.0141417167989,1,0.0100267419164,0.0161721643813,0.00614542246488,0.0141417167989,1,1,1,0.0100267419164,0.0161721643813,0.00614542246488,0.0141417167989,0
192,forest,0.02,25,-20,0.0871557427477,0.251467709053,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.0035659062543,0.00575146170048,0.00218555544618,0.00502935418106,0.0035659062543,0.00575146170048,0.00218555544618,0.00502935418106,1.3,0.00463567813059,0.00747690021062,0.00284122208004,0.00653816043538,1.26346295943,0.00450539046909,0.00726675882111,0.00276136835202,0.0063544027176,1.3,1.26346295943,1.64250184725,0.00585700760982,0.00944678646745,0.00358977885763,0.00826072353288,2.77555756156e-17
193,forest,0.02,25,0,0.422618261741,0.526546974627,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.00746663321933,0.0120429568054,0.00457632358604,0.0105309394925,0.00746663321933,0.0120429568054,0.00457632358604,0.0105309394925,1.3,0.00970662318513,0.015655843847,0.00594922066186,0.0136902213403,1.26346295943,0.00943381450424,0.0152158298456,0.00578201534131,0.0133054519768,1.3,1.26346295943,1.64250184725,0.0122639588555,0.0197805787992,0.0075166199437,0.0172970875698,1.11022302463e-16
194,forest,0.02,25,20,0.707106781187,0.759827560573,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.0107746392594,0.0173784504184,0.00660381115899,0.0151965512115,0.0107746392594,0.0173784504184,0.00660381115899,0.0151965512115,1.3,0.0140070310372,0.0225919855439,0.00858495450668,0.0197555165749,1.26346295943,0.0136133576054,0.0219570283958,0.00834367079042,0.0192002795667,1.3,1.26346295943,1.64250184725,0.0176973648871,0.0285441369146,0.0108467720275,0.0249603634367,5.55111512313e-17
195,forest,0.02,30,-20,0.173648177667,0.322391505687,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.00457163224173,0.00737360038989,0.00280196814816,0.00644783011374,0.00457163224173,0.00737360038989,0.00280196814816,0.00644783011374,1.6,0.00731461158677,0.0117977606238,0.00448314903705,0.010316528182,1.5,0.0068574483626,0.0110604005848,0.00420295222224,0.00967174517061,1.6,1.5,2.4,0.0109719173802,0.0176966409357,0.00672472355558,0.015474792273,0
196,forest,0.02,30,0,0.5,0.59,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.00836642087351,0.0134942272153,0.00512780634183,0.0118,0.00836642087351,0.0134942272153,0.00512780634183,0.0118,1.6,0.0133862733976,0.0215907635445,0.00820449014693,0.01888,1.5,0.0125496313103,0.020241340823,0.00769170951274,0.0177,1.6,1.5,2.4,0.0200794100964,0.0323861453168,0.0123067352204,0.02832,5.55111512313e-17
197,forest,0.02,30,20,0.766044443119,0.808156443358,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.0114599609098,0.018483807919,0.00702384700922,0.0161631288672,0.0114599609098,0.018483807919,0.00702384700922,0.0161631288672,1.6,0.0183359374556,0.0295740926704,0.0112381552148,0.0258610061874,1.5,0.0171899413647,0.0277257118785,0.0105357705138,0.0242446933007,1.6,1.5,2.4,0.0275039061835,0.0443611390056,0.0168572328221,0.0387915092812,5.55111512313e-17
198,forest,0.02,33,-20,0.224951054344,0.364459864562,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.00516817731937,0.00833576986995,0.00316759255058,0.00728919729124,0.00516817731937,0.00833576986995,0.00316759255058,0.00728919729124,1.59009058864,0.00821787011596,0.0132546292193,0.00503675910333,0.0115904840116,1.5,0.00775226597905,0.0125036548049,0.00475138882587,0.0109337959369,1.59009058864,1.5,2.38513588296,0.0123268051739,0.0198819438289,0.007555138655,0.0173857260173,5.55111512313e-17
199,forest,0.02,33,0,0.544639035015,0.626604008712,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.0088854794202,0.0143314184197,0.00544593899948,0.0125320801742,0.0088854794202,0.0143314184197,0.00544593899948,0.0125320801742,1.59009058864,0.0141287172016,0.022788253551,0.00865953634938,0.0199271427412,1.5,0.0133282191303,0.0214971276295,0.00816890849921,0.0187981202614,1.59009058864,1.5,2.38513588296,0.0211930758024,0.0341823803265,0.0129893045241,0.0298907141118,5.55111512313e-17
200,forest,0.02,33,20,0.798635510047,0.834881118239,0.0141803743619,0.0228715715514,0.00869119718954,0.02,0.0118389268043,0.0190950432327,0.00725611642844,0.0166976223648,0.0118389268043,0.0190950432327,0.00725611642844,0.0166976223648,1.59009058864,0.0188249660911,0.0303628485341,0.0115378824429,0.0265507321749,1.5,0.0177583902064,0.0286425648491,0.0108841746427,0.0250464335472,1.59009058864,1.5,2.38513588296,0.0282374491367,0.0455442728011,0.0173068236644,0.0398260982624,2.77555756156e-17
