method,phase_case,tau,solar_zenith_deg,mu0,asymmetry_g,single_scatter_albedo,surface_albedo,delta_fraction,scaled_tau,scaled_asymmetry_g,scaled_single_scatter_albedo,direct_transmittance_bottom,diffuse_down_bottom,diffuse_up_surface,toa_reflectance,total_down_surface,surface_absorptance,atmosphere_absorptance,energy_sum,intrinsic_diffuse_reflectance,intrinsic_diffuse_transmittance,intrinsic_diffuse_absorptance,black_surface_single_scatter_reflectance,black_surface_single_scatter_diffuse_transmittance,black_surface_total_diffuse_escape,black_surface_multiple_scatter_escape,legacy_support_tau,legacy_thin_gate,legacy_octaves,legacy_extinction_scale,legacy_phase_scale,legacy_brightness_scale,legacy_weight_sum
delta-eddington-s2-gauss-flux-v1,forward-stress,0.0001,30.0,0.8660254037844387,0.85,0.8,0.3,0.7224999999999999,4.220000000000001e-05,0.45945945945945954,0.5260663507109006,0.9999512728244878,2.4767117178836548e-05,0.2999928119825,0.2999832862728843,0.9999760399416666,0.6999832279591666,3.348576794914848e-05,1.0,1.0391836859837434e-05,0.9999549677469839,3.464041615630631e-05,3.983474217261398e-06,2.164931638531196e-05,2.5633283414084807e-05,4.928115114474991e-10,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,forward-stress,0.0001,30.0,0.8660254037844387,0.85,0.8,0.8,0.7224999999999999,4.220000000000001e-05,0.45945945945945954,0.5260663507109006,0.9999512728244878,2.996295430968004e-05,0.799984988623038,0.7999529471392177,0.9999812357787975,0.19999624715575945,5.080570502283277e-05,1.0,1.0391836859837434e-05,0.9999549677469839,3.464041615630631e-05,3.983474217261398e-06,2.164931638531196e-05,2.5633283414084807e-05,4.928115114474991e-10,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,forward-stress,0.0001,30.0,0.8660254037844387,0.85,0.0,0.0,0.7224999999999999,0.0001,0.45945945945945954,0.0,0.9998845366125722,0.0,0.0,0.0,0.9998845366125722,0.9998845366125722,0.0001154633874278499,1.0,0.0,0.9998268099183771,0.00017319008162286487,0.0,0.0,0.0,0.0,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,forward-stress,0.0001,30.0,0.8660254037844387,0.85,0.0,0.1,0.7224999999999999,0.0001,0.45945945945945954,0.0,0.9998845366125722,0.0,0.09998845366125722,0.09997113665280626,0.9998845366125722,0.899896082951315,0.00013278039587882873,1.0,0.0,0.9998268099183771,0.00017319008162286487,0.0,0.0,0.0,0.0,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,forward-stress,0.0001,30.0,0.8660254037844387,0.85,0.0,0.3,0.7224999999999999,0.0001,0.45945945945945954,0.0,0.9998845366125722,0.0,0.29996536098377163,0.29991340995841875,0.9998845366125722,0.6999191756288005,0.0001674144127807864,1.0,0.0,0.9998268099183771,0.00017319008162286487,0.0,0.0,0.0,0.0,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,forward-stress,0.0001,30.0,0.8660254037844387,0.85,0.0,0.8,0.7224999999999999,0.0001,0.45945945945945954,0.0,0.9998845366125722,0.0,0.7999076292900578,0.79976909322245,0.9998845366125722,0.19997690732251439,0.00025399945503556953,1.0,0.0,0.9998268099183771,0.00017319008162286487,0.0,0.0,0.0,0.0,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,1.0,0.0,0.0,0.0001,0.0,1.0,0.9998444397180696,7.77801407906166e-05,0.0,7.778014113986139e-05,0.9999222198588602,0.9999222198588602,-1.1102230246251565e-16,0.9999999999999999,8.659504102790665e-05,0.9999134049589723,-2.220446049250313e-16,7.777340557094325e-05,7.777340522167841e-05,0.000155560281930478,1.3471137856336515e-08,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,1.0,0.1,0.0,0.0001,0.0,1.0,0.9998444397180696,8.643904633778406e-05,0.09999308787644075,0.10006220911203344,0.9999308787644073,0.8999377908879667,-1.1102230246251565e-16,0.9999999999999999,8.659504102790665e-05,0.9999134049589723,-2.220446049250313e-16,7.777340557094325e-05,7.777340522167841e-05,0.000155560281930478,1.3471137856336515e-08,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,1.0,0.3,0.0,0.0001,0.0,1.0,0.9998444397180696,0.00010375730733477544,0.2999844591076213,0.30003626208221695,0.9999481970254044,0.699963737917783,0.0,1.0,8.659504102790665e-05,0.9999134049589723,-2.220446049250313e-16,7.777340557094325e-05,7.777340522167841e-05,0.000155560281930478,1.3471137856336515e-08,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,1.0,0.8,0.0,0.0001,0.0,1.0,0.9998444397180696,0.00014705558444123954,0.7999931962420088,0.8000017009394981,0.9999914953025109,0.19999829906050212,-1.942890293094024e-16,1.0,8.659504102790665e-05,0.9999134049589723,-2.220446049250313e-16,7.777340557094325e-05,7.777340522167841e-05,0.000155560281930478,1.3471137856336515e-08,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.999,0.0,0.0,0.0001,0.0,0.999,0.9998444397180696,7.770235392038426e-05,0.0,7.770235426927807e-05,0.9999221420719899,0.9999221420719899,1.555737407787916e-07,1.0,8.650843849481197e-05,0.9999133183564395,1.73205065734372e-07,7.76956321653723e-05,7.769563181645673e-05,0.00015540470818966234,1.3444207833305621e-08,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.999,0.1,0.0,0.0001,0.0,0.999,0.9998444397180696,8.635259906500781e-05,0.09999307923171347,0.10006211402153026,0.9999307923171346,0.8999377130854211,1.7289304854450904e-07,1.0,8.650843849481197e-05,0.9999133183564395,1.73205065734372e-07,7.76956321653723e-05,7.769563181645673e-05,0.00015540470818966234,1.3444207833305621e-08,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.999,0.3,0.0,0.0001,0.0,0.999,0.9998444397180696,0.0001036535383574277,0.2999844279769281,0.30003612718793776,0.999948093256427,0.6999636652794988,2.0753256346761617e-07,1.0,8.650843849481197e-05,0.9999133183564395,1.73205065734372e-07,7.76956321653723e-05,7.769563181645673e-05,0.00015540470818966234,1.3444207833305621e-08,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.999,0.8,0.0,0.0001,0.0,0.999,0.9998444397180696,0.00014690850595492998,0.7999930785792196,0.8000014362186006,0.9999913482240245,0.19999826964480485,2.941365944975072e-07,1.0,8.650843849481197e-05,0.9999133183564395,1.73205065734372e-07,7.76956321653723e-05,7.769563181645673e-05,0.00015540470818966234,1.3444207833305621e-08,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.99,0.0,0.0,0.0001,0.0,0.99,0.9998444397180696,7.700227269484078e-05,0.0,7.700227304059113e-05,0.9999214419907644,0.9999214419907644,1.555736194980284e-06,1.0,8.572901637197855e-05,0.9999125389343205,1.7320493075345667e-06,7.69956715152338e-05,7.699567116946162e-05,0.0001540045457354319,1.3203050736477345e-08,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.99,0.1,0.0,0.0001,0.0,0.99,0.9998444397180696,8.557457435145155e-05,0.09999300142924211,0.10006125820781722,0.999930014292421,0.899937012863179,1.728929003852464e-06,1.0,8.572901637197855e-05,0.9999125389343205,1.7320493075345667e-06,7.69956715152338e-05,7.699567116946162e-05,0.0001540045457354319,1.3203050736477345e-08,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.99,0.3,0.0,0.0001,0.0,0.99,0.9998444397180696,0.00010271961861300715,0.29998414780100474,0.3000349131407917,0.9999471593366825,0.6999630115356777,2.075323530470463e-06,0.9999999999999999,8.572901637197855e-05,0.9999125389343205,1.7320493075345667e-06,7.69956715152338e-05,7.699567116946162e-05,0.0001540045457354319,1.3203050736477345e-08,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.99,0.8,0.0,0.0001,0.0,0.99,0.9998444397180696,0.00014558480164193326,0.7999920196157692,0.7999990537342391,0.9999900245197115,0.19999800490394226,2.9413618186646673e-06,1.0,8.572901637197855e-05,0.9999125389343205,1.7320493075345667e-06,7.69956715152338e-05,7.699567116946162e-05,0.0001540045457354319,1.3203050736477345e-08,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.95,0.0,0.0,0.0001,0.0,0.95,0.9998444397180696,7.389081378525034e-05,0.0,7.389081411701984e-05,0.9999183305318549,0.9999183305318549,7.778654028123277e-06,1.0,8.22649327486211e-05,0.9999090748507143,8.660216537004217e-06,7.388473529239607e-05,7.388473496059449e-05,0.00014778162790227018,1.2157649279616236e-08,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.95,0.1,0.0,0.0001,0.0,0.95,0.9998444397180696,8.211670287700329e-05,0.09999265564209465,0.10005745460906995,0.9999265564209466,0.8999339007788519,8.644612078057001e-06,0.9999999999999999,8.22649327486211e-05,0.9999090748507143,8.660216537004217e-06,7.388473529239607e-05,7.388473496059449e-05,0.00014778162790227018,1.2157649279616236e-08,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.95,0.3,0.0,0.0001,0.0,0.95,0.9998444397180696,9.856888709185757e-05,0.2999829025815484,0.3000295174054651,0.9999430086051614,0.6999601060236129,1.0376570922066009e-05,1.0,8.22649327486211e-05,0.9999090748507143,8.660216537004217e-06,7.388473529239607e-05,7.388473496059449e-05,0.00014778162790227018,1.2157649279616236e-08,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.95,0.8,0.0,0.0001,0.0,0.95,0.9998444397180696,0.00013970171630107924,0.7999873131474966,0.7999884649957391,0.9999841414343706,0.1999968282868741,1.470671738684759e-05,1.0,8.22649327486211e-05,0.9999090748507143,8.660216537004217e-06,7.388473529239607e-05,7.388473496059449e-05,0.00014778162790227018,1.2157649279616236e-08,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.8,0.0,0.0,0.0001,0.0,0.8,0.9998444397180696,6.22230348667228e-05,0.0,6.222303514619583e-05,0.9999066627529363,0.9999066627529363,3.1114211917482315e-05,1.0,6.927483291238801e-05,0.9998960847509432,3.464041614442692e-05,6.22187244567546e-05,6.221872417734273e-05,0.00012444607001291862,8.621378821285319e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.8,0.1,0.0,0.0001,0.0,0.8,0.9998444397180696,6.914991955162003e-05,0.09999135896376211,0.10004319137193805,0.9999135896376212,0.8999222306738591,3.457795420280796e-05,1.0,6.927483291238801e-05,0.9998960847509432,3.464041614442692e-05,6.22187244567546e-05,6.221872417734273e-05,0.00012444607001291862,8.621378821285319e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.8,0.3,0.0,0.0001,0.0,0.8,0.9998444397180696,8.300397684266568e-05,0.29997823310847366,0.30000928383081477,0.9999274436949123,0.6999492105864386,4.150558274662597e-05,0.9999999999999999,6.927483291238801e-05,0.9998960847509432,3.464041614442692e-05,6.22187244567546e-05,6.221872417734273e-05,0.00012444607001291862,8.621378821285319e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.8,0.8,0.0,0.0001,0.0,0.8,0.9998444397180696,0.00011764079970399692,0.7999696644142189,0.7999487584024496,0.9999620805177736,0.19999241610355467,5.882549399571779e-05,1.0,6.927483291238801e-05,0.9998960847509432,3.464041614442692e-05,6.22187244567546e-05,6.221872417734273e-05,0.00012444607001291862,8.621378821285319e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.9998444397180696,0.0,0.0,0.0,0.9998444397180696,0.9998444397180696,0.00015556028193042248,1.0,0.0,0.9998268099183771,0.00017319008162286487,0.0,0.0,0.0,0.0,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.0,0.1,0.0,0.0001,0.0,0.0,0.9998444397180696,0.0,0.09998444397180696,0.09996712765779445,0.9998444397180696,0.8998599957462626,0.00017287659594289462,1.0,0.0,0.9998268099183771,0.00017319008162286487,0.0,0.0,0.0,0.0,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.0,0.3,0.0,0.0001,0.0,0.0,0.9998444397180696,0.0,0.29995333191542084,0.2999013829733833,0.9998444397180696,0.6998911078026486,0.00020750922396806093,1.0,0.0,0.9998268099183771,0.00017319008162286487,0.0,0.0,0.0,0.0,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,isotropic-control,0.0001,50.0,0.6427876096865394,0.0,0.0,0.8,0.0,0.0001,0.0,0.0,0.9998444397180696,0.0,0.7998755517744557,0.7997370212623556,0.9998444397180696,0.19996888794361387,0.0002940907940305604,1.0,0.0,0.9998268099183771,0.00017319008162286487,0.0,0.0,0.0,0.0,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,1.0,0.0,0.44222500000000003,5.577749999999999e-05,0.39939939939939945,1.0,0.9999132293790354,6.267679467555272e-05,0.0,2.4093826289107802e-05,0.9999759061737109,0.9999759061737109,0.0,1.0,2.9011009363696888e-05,0.9999709889906364,-1.1102230246251565e-16,2.4092102824746753e-05,6.267432681588687e-05,8.677062096466052e-05,4.19132402690195e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,1.0,0.1,0.44222500000000003,5.577749999999999e-05,0.39939939939939945,1.0,0.9999132293790354,6.557783412950868e-05,0.09999788072131649,0.10001907350815163,0.9999788072131649,0.8999809264918485,-1.1102230246251565e-16,0.9999999999999999,2.9011009363696888e-05,0.9999709889906364,-1.1102230246251565e-16,2.4092102824746753e-05,6.267432681588687e-05,8.677062096466052e-05,4.19132402690195e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,1.0,0.3,0.44222500000000003,5.577749999999999e-05,0.39939939939939945,1.0,0.9999132293790354,7.137996353510974e-05,0.2999953828027711,0.3000107734602006,0.9999846093425705,0.6999892265397993,0.0,1.0,2.9011009363696888e-05,0.9999709889906364,-1.1102230246251565e-16,2.4092102824746753e-05,6.267432681588687e-05,8.677062096466052e-05,4.19132402690195e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,1.0,0.8,0.44222500000000003,5.577749999999999e-05,0.39939939939939945,1.0,0.9999132293790354,8.58855816258026e-05,0.7999992919685289,0.8000001770078676,0.9999991149606612,0.1999998229921322,1.6653345369377348e-16,1.0,2.9011009363696888e-05,0.9999709889906364,-1.1102230246251565e-16,2.4092102824746753e-05,6.267432681588687e-05,8.677062096466052e-05,4.19132402690195e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,0.999,0.0,0.44222500000000003,5.582172249999999e-05,0.39939939939939945,0.9982085826892927,0.9999131605870105,6.261411086353486e-05,0.0,2.406972899117433e-05,0.999975774697874,0.999975774697874,1.5557313481906476e-07,1.0,2.89819941753498e-05,0.9999708448007592,1.732050655123274e-07,2.406800897230804e-05,6.261164793806838e-05,8.668383985470919e-05,4.182944332773689e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,0.999,0.1,0.44222500000000003,5.582172249999999e-05,0.39939939939939945,0.9982085826892927,0.9999131605870105,6.551224847069406e-05,0.09999786728354813,0.10001902155479497,0.9999786728354813,0.8999808055519332,1.728932719213816e-07,1.0,2.89819941753498e-05,0.9999708448007592,1.732050655123274e-07,2.406800897230804e-05,6.261164793806838e-05,8.668383985470919e-05,4.182944332773689e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,0.999,0.3,0.44222500000000003,5.582172249999999e-05,0.39939939939939945,0.9982085826892927,0.9999131605870105,7.130857408173497e-05,0.2999953407483277,0.30001066405338794,0.9999844691610923,0.6999891284127646,2.0753384744054415e-07,1.0,2.89819941753498e-05,0.9999708448007592,1.732050655123274e-07,2.406800897230804e-05,6.261164793806838e-05,8.668383985470919e-05,4.182944332773689e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,0.999,0.8,0.44222500000000003,5.582172249999999e-05,0.39939939939939945,0.9982085826892927,0.9999131605870105,8.579968209703496e-05,0.799999168215286,0.7999999138091352,0.9999989602691075,0.19999979205382146,2.941370433884316e-07,1.0,2.89819941753498e-05,0.9999708448007592,1.732050655123274e-07,2.406800897230804e-05,6.261164793806838e-05,8.668383985470919e-05,4.182944332773689e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,0.99,0.0,0.44222500000000003,5.6219725e-05,0.39939939939939945,0.9822126486744641,0.9999125414589992,6.204995718745715e-05,0.0,2.3852853622894133e-05,0.9999745914161867,0.9999745914161867,1.5557301903390552e-06,1.0,2.87208578567476e-05,0.9999695470928357,1.7320493075345667e-06,2.3851164457990062e-05,6.204753844173672e-05,8.590281081035128e-05,4.107910624495995e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,0.99,0.1,0.44222500000000003,5.6219725e-05,0.39939939939939945,0.9822126486744641,0.9999125414589992,6.492197824619036e-05,0.09999774634372455,0.1000185539752614,0.9999774634372454,0.8999797170935209,1.7289312177481975e-06,1.0,2.87208578567476e-05,0.9999695470928357,1.7320493075345667e-06,2.3851164457990062e-05,6.204753844173672e-05,8.590281081035128e-05,4.107910624495995e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,0.99,0.3,0.44222500000000003,5.6219725e-05,0.39939939939939945,0.9822126486744641,0.9999125414589992,7.066606985622838e-05,0.29999496225865663,0.3000096793935441,0.9999832075288554,0.6999882452701988,2.075336257179039e-06,1.0,2.87208578567476e-05,0.9999695470928357,1.7320493075345667e-06,2.3851164457990062e-05,6.204753844173672e-05,8.590281081035128e-05,4.107910624495995e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,0.99,0.8,0.44222500000000003,5.6219725e-05,0.39939939939939945,0.9822126486744641,0.9999125414589992,8.502658759462475e-05,0.7999980544372751,0.7999975450244147,0.9999975680465938,0.19999951360931872,2.941366266606682e-06,1.0,2.87208578567476e-05,0.9999695470928357,1.7320493075345667e-06,2.3851164457990062e-05,6.204753844173672e-05,8.590281081035128e-05,4.107910624495995e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,0.95,0.0,0.44222500000000003,5.7988625e-05,0.39939939939939945,0.9137761931758167,0.9999097897835869,5.9542621285261864e-05,0.0,2.28889699088789e-05,0.9999693324048722,0.9999693324048722,7.778625218946011e-06,1.0,2.756026019605566e-05,0.9999637795232664,8.660216537559329e-06,2.2887414493853722e-05,5.9540394055260985e-05,8.243159119414076e-05,3.782645026050827e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,0.95,0.1,0.44222500000000003,5.7988625e-05,0.39939939939939945,0.9137761931758167,0.9999097897835869,6.229857037964471e-05,0.09999720883539666,0.10001647585872947,0.9999720883539666,0.8999748795185699,8.644622700670901e-06,1.0,2.756026019605566e-05,0.9999637795232664,8.660216537559329e-06,2.2887414493853722e-05,5.9540394055260985e-05,8.243159119414076e-05,3.782645026050827e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,0.95,0.3,0.44222500000000003,5.7988625e-05,0.39939939939939945,0.9137761931758167,0.9999097897835869,6.781051414159169e-05,0.2999932800893186,0.30000530315960566,0.9999776002977285,0.69998432020841,1.0376631984332363e-05,1.0,2.756026019605566e-05,0.9999637795232664,8.660216537559329e-06,2.2887414493853722e-05,5.9540394055260985e-05,8.243159119414076e-05,3.782645026050827e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,0.95,0.8,0.44222500000000003,5.7988625e-05,0.39939939939939945,0.9137761931758167,0.9999097897835869,8.159063939587809e-05,0.7999931043383863,0.7999870171766723,0.9999913804229827,0.1999982760845965,1.470673873119055e-05,1.0,2.756026019605566e-05,0.9999637795232664,8.660216537559329e-06,2.2887414493853722e-05,5.9540394055260985e-05,8.243159119414076e-05,3.782645026050827e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,0.8,0.0,0.44222500000000003,6.4622e-05,0.39939939939939945,0.690507876574541,0.9998994710682324,5.014031185556398e-05,0.0,1.927450502847343e-05,0.999949611380088,0.999949611380088,3.1114114883545874e-05,1.0,2.3208138197371602e-05,0.9999421514456489,3.4640416153752795e-05,1.9273402044046882e-05,5.0138732462812754e-05,6.94148168840374e-05,2.6823771777709487e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,0.8,0.1,0.44222500000000003,6.4622e-05,0.39939939939939945,0.690507876574541,0.9998994710682324,5.246101411861358e-05,0.09999519320823512,0.10000868313589444,0.999951932082351,0.8999567388741159,3.4577989989736935e-05,1.0,2.3208138197371602e-05,0.9999421514456489,3.4640416153752795e-05,1.9273402044046882e-05,5.0138732462812754e-05,6.94148168840374e-05,2.6823771777709487e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,0.8,0.3,0.44222500000000003,6.4622e-05,0.39939939939939945,0.690507876574541,0.9998994710682324,5.710245096044506e-05,0.29998697205575786,0.29998889274812873,0.9999565735191929,0.699969601463435,4.150578843631347e-05,1.0,2.3208138197371602e-05,0.9999421514456489,3.4640416153752795e-05,1.9273402044046882e-05,5.0138732462812754e-05,6.94148168840374e-05,2.6823771777709487e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,0.8,0.8,0.44222500000000003,6.4622e-05,0.39939939939939945,0.690507876574541,0.9998994710682324,6.87062315769622e-05,0.7999745418398475,0.7999475389741129,0.9999681772998094,0.19999363545996182,5.882556592531896e-05,1.0,2.3208138197371602e-05,0.9999421514456489,3.4640416153752795e-05,1.9273402044046882e-05,5.0138732462812754e-05,6.94148168840374e-05,2.6823771777709487e-09,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,0.0,0.0,0.44222500000000003,0.0001,0.39939939939939945,0.0,0.9998444397180696,0.0,0.0,0.0,0.9998444397180696,0.9998444397180696,0.00015556028193042248,1.0,0.0,0.9998268099183771,0.00017319008162286487,0.0,0.0,0.0,0.0,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
delta-eddington-s2-gauss-flux-v1,ice-dual-hg-moment,0.0001,50.0,0.6427876096865394,0.665,0.0,0.1,0.44222500000000003,0.0001,0.39939939939939945,0.0,0.9998444397180696,0.0,0.09998444397180696,0.09996712765779445,0.9998444397180696,0.8998599957462626,0.00017287659594289462,1.0,0.0,0.9998268099183771,0.00017319008162286487,0.0,0.0,0.0,0.0,0.0001,9.99950001666625e-05,6,0.5,0.5,0.85,4.1523365624999995
