id,nstr,L_over_E_sr1,rho_f,BRF,R,T_down,atmospheric_absorptance
71,32,0.0015840926316301777,0.0049765737741350883,0.016588579247116961,0.058534018130423006,0.94146598206508469,-1.9550772112353343e-10
71,68,0.0015844367548001066,0.0049776548689576669,0.016592182896525556,0.058532315839512378,0.9414676840571784,1.033092500435373e-10
72,32,0.019025244875770297,0.05976956953446682,0.14142685005679873,0.034128103121691435,0.96587189718614974,-3.0784119697813139e-10
72,68,0.019026905679159309,0.059774787102192799,0.14143919587381215,0.034126739834151237,0.9658732599716161,1.9423262997975144e-10
73,32,0.0049013595407179384,0.015398075125721718,0.036434949739983839,0.034128103121691435,0.96587189718614974,-3.0784119697813139e-10
73,68,0.0049014735448696996,0.01539843328032737,0.036435797205978747,0.034126739834151237,0.9658732599716161,1.9423262997975144e-10
74,32,0.0049047264329927856,0.015408652529757805,0.036459978010159669,0.034128103121691435,0.96587189718614974,-3.0784119697813139e-10
74,68,0.0049048823115764688,0.015409142236771157,0.036461136755669941,0.034126739834151237,0.9658732599716161,1.9423262997975144e-10
75,32,0.0037264337014775262,0.011706936740651217,0.027700972249595061,0.034128103121691435,0.96587189718614974,-3.0784119697813139e-10
75,68,0.0037268638317964815,0.011708288034901333,0.027704169684188987,0.034126739834151237,0.9658732599716161,1.9423262997975144e-10
76,32,0.0022835618708981339,0.007174021197631341,0.016975180315404861,0.034128103121691435,0.96587189718614974,-3.0784119697813139e-10
76,68,0.002283662148153376,0.0071743362279197316,0.016975925740571992,0.034126739834151237,0.9658732599716161,1.9423262997975144e-10
77,32,0.002363308437355105,0.0074245524249615712,0.017567987702142792,0.034128103121691435,0.96587189718614974,-3.0784119697813139e-10
77,68,0.0023635056866141762,0.0074251721017847957,0.017569453982422947,0.034126739834151237,0.9658732599716161,1.9423262997975144e-10
78,32,0.0015473031874540671,0.0048609963265817679,0.01150209720365626,0.034128103121691435,0.96587189718614974,-3.0784119697813139e-10
78,68,0.0015475748076663866,0.0048618496466453567,0.011504116330941658,0.034126739834151237,0.9658732599716161,1.9423262997975144e-10
79,32,0.0015473031874540671,0.0048609963265817679,0.01150209720365626,0.034128103121691435,0.96587189718614974,-3.0784119697813139e-10
